sweep	g_CM
461	1.66534834E+003
462	1.58618798E+003
463	1.76432064E+003
464	1.86868536E+003
465	1.85406774E+003
466	1.79818571E+003
467	2.04548386E+003
468	2.05850770E+003
469	2.07881883E+003
470	2.13119455E+003
471	2.08312641E+003
472	2.05520186E+003
473	2.00686157E+003
474	1.90610979E+003
475	2.02442459E+003
476	2.01460571E+003
477	2.04751381E+003
478	2.24234125E+003
479	2.31629144E+003
480	2.26097427E+003
481	2.09320546E+003
482	2.21504313E+003
483	2.05803842E+003
484	2.04606674E+003
485	2.13390469E+003
486	2.12957394E+003
487	2.17894491E+003
488	2.13703539E+003
489	2.04900375E+003
490	2.03820573E+003
491	2.09773198E+003
492	2.11790137E+003
493	2.05930514E+003
494	2.16950983E+003
495	2.23687365E+003
496	2.35762547E+003
497	2.36670292E+003
498	2.36794595E+003
499	2.40392187E+003
500	2.25965745E+003
501	2.23425109E+003
502	2.21802300E+003
503	2.15426696E+003
504	2.21284969E+003
505	2.19485628E+003
506	2.23112963E+003
507	2.28561682E+003
508	2.28175463E+003
509	2.23553967E+003
510	2.29402693E+003
511	2.21945352E+003
512	2.13673749E+003
513	2.23403660E+003
514	2.20732645E+003
515	2.22011392E+003
516	2.39649433E+003
517	2.29030470E+003
518	2.32172217E+003
519	2.29225136E+003
520	2.25904922E+003
521	2.22754252E+003
522	2.34353138E+003
523	2.22839587E+003
524	2.21997356E+003
525	2.09817053E+003
526	2.13706091E+003
527	2.08570292E+003
528	2.12539943E+003
529	2.09384345E+003
530	2.14049585E+003
531	2.13639593E+003
532	1.76094725E+003
533	1.80798873E+003
534	1.72646700E+003
535	1.57508047E+003
536	1.67549930E+003
537	1.66872252E+003
538	1.83775543E+003
539	1.77081682E+003
540	1.84399166E+003
541	1.94234850E+003
542	1.90627449E+003
543	2.19822139E+003
544	2.24290578E+003
545	2.15837515E+003
546	2.17436964E+003
547	2.17483351E+003
548	1.94727593E+003
549	1.95849970E+003
550	1.93854623E+003
551	2.00372977E+003
552	1.97686088E+003
553	2.02337464E+003
554	2.01653265E+003
555	2.04850798E+003
556	2.01243745E+003
557	2.13873119E+003
558	2.18783419E+003
559	2.17053434E+003
560	2.06946806E+003
561	2.06096939E+003
562	1.85420066E+003
563	1.91458888E+003
564	1.92379897E+003
565	2.14054911E+003
566	2.14706436E+003
567	2.09467197E+003
568	2.08732028E+003
569	2.27834638E+003
570	2.13271779E+003
571	2.02654270E+003
572	2.16422443E+003
573	2.16441086E+003
574	2.06662335E+003
575	2.03222568E+003
576	2.34779838E+003
577	2.14898531E+003
578	2.15344086E+003
579	2.04263401E+003
580	2.14418404E+003
581	2.30623363E+003
582	2.32262546E+003
583	2.26263095E+003
584	2.32450572E+003
585	2.20084813E+003
586	1.99888370E+003
587	1.99891881E+003
588	2.04186185E+003
589	1.85614385E+003
590	1.79408281E+003
591	1.82621557E+003
592	1.92487234E+003
593	2.01674020E+003
594	1.83338585E+003
595	1.98616082E+003
596	2.14947492E+003
597	1.90708444E+003
598	1.95308821E+003
599	1.97044493E+003
600	2.09068449E+003
601	2.17365656E+003
602	2.11108991E+003
603	2.05171832E+003
604	2.18569298E+003
605	2.11554513E+003
606	2.00828327E+003
607	1.97060890E+003
608	1.92116716E+003
609	1.89580089E+003
610	1.96778405E+003
611	1.97106321E+003
612	1.79327323E+003
613	1.84646990E+003
614	1.92538695E+003
615	1.88391505E+003
616	2.20828531E+003
617	2.27627145E+003
618	2.22545353E+003
619	2.07662017E+003
620	2.08841948E+003
621	2.06150852E+003
622	2.25077809E+003
623	2.13962504E+003
624	2.14870737E+003
625	2.03593929E+003
626	2.03092837E+003
627	2.06375269E+003
628	2.18419850E+003
629	2.26439517E+003
630	2.26959059E+003
631	2.42994122E+003
632	2.33552258E+003
633	2.11778646E+003
634	2.06825995E+003
635	2.29583725E+003
636	2.48957028E+003
637	2.37181669E+003
638	2.30933449E+003
639	2.27572427E+003
640	2.30821976E+003
641	2.28779508E+003
642	1.96591081E+003
643	2.01966862E+003
644	2.07826221E+003
645	1.95730163E+003
646	2.00732562E+003
647	2.26116800E+003
648	2.21367495E+003
649	2.26456439E+003
650	2.10454408E+003
651	2.12129527E+003
652	2.11696098E+003
653	2.22394901E+003
654	2.21261536E+003
655	2.14850622E+003
656	2.14891883E+003
657	2.30622932E+003
658	2.20788260E+003
659	2.18106909E+003
660	2.32618124E+003
661	2.40340378E+003
662	2.35736804E+003
663	2.44472421E+003
664	2.33110712E+003
665	2.48957715E+003
666	2.41732449E+003
667	2.48145236E+003
668	2.35316933E+003
669	2.32784546E+003
670	2.32142201E+003
671	2.18760461E+003
672	2.09819185E+003
673	2.11374959E+003
674	2.10395854E+003
675	2.04461280E+003
676	2.06147333E+003
677	2.04968841E+003
678	2.24288178E+003
679	2.12200829E+003
680	2.04711386E+003
681	2.10716821E+003
682	2.05171711E+003
683	2.29419392E+003
684	2.34678267E+003
685	2.43939293E+003
686	2.55345526E+003
687	2.54377204E+003
688	2.59968700E+003
689	2.58013874E+003
690	2.31464168E+003
691	2.41093568E+003
692	2.19851571E+003
693	2.34574334E+003
694	2.38257591E+003
695	2.41251206E+003
696	2.61356831E+003
697	2.66234306E+003
698	2.65185177E+003
699	2.51792241E+003
700	2.51404106E+003
701	2.56599879E+003
702	2.42646148E+003
703	2.51571183E+003
704	2.51183079E+003
705	2.39125794E+003
706	2.39672286E+003
707	2.44600036E+003
708	2.37783953E+003
709	2.52354957E+003
710	2.55368251E+003
711	2.54877086E+003
712	2.64822911E+003
713	2.54425008E+003
714	2.70050279E+003
715	2.73679745E+003
716	2.61378802E+003
717	2.59783222E+003
718	2.54686945E+003
719	2.54804434E+003
720	2.65636542E+003
721	2.65684475E+003
722	2.68125564E+003
723	2.81290959E+003
724	2.85115992E+003
725	2.72500479E+003
726	2.79294038E+003
727	2.80339209E+003
728	2.88435266E+003
729	2.84696498E+003
730	2.87233701E+003
731	2.91261750E+003
732	2.93936298E+003
733	2.76570350E+003
734	2.59049816E+003
735	2.59489464E+003
736	2.59206213E+003
737	2.74952263E+003
738	2.63794474E+003
739	2.72033831E+003
740	2.70880269E+003
741	2.69259354E+003
742	2.79563219E+003
743	2.78360591E+003
744	2.53239922E+003
745	2.70299365E+003
746	2.96827889E+003
747	2.88746399E+003
748	2.88442555E+003
749	2.94463958E+003
750	3.02577950E+003
751	3.30300553E+003
752	3.24041173E+003
753	2.88898437E+003
754	2.86902263E+003
755	2.55589212E+003
756	2.57661703E+003
757	2.48025555E+003
758	2.59483853E+003
759	2.46375753E+003
760	2.90691046E+003
761	2.85586869E+003
762	2.77379445E+003
763	2.89801069E+003
764	2.92826359E+003
765	2.52762642E+003
766	2.60537583E+003
767	2.42615820E+003
768	2.55272099E+003
769	2.48576929E+003
770	2.49237512E+003
771	2.45603984E+003
772	2.59308031E+003
773	2.66097815E+003
774	2.42975676E+003
775	2.42931106E+003
776	2.43216836E+003
777	2.53081531E+003
778	2.33228954E+003
779	2.25097175E+003
780	2.23598425E+003
781	2.25471564E+003
782	2.31342622E+003
783	2.26637712E+003
784	2.31609213E+003
785	2.33088030E+003
786	2.26851644E+003
787	2.29119431E+003
788	2.28656629E+003
789	2.34013695E+003
790	2.51363503E+003
791	2.44474612E+003
792	2.61788371E+003
793	2.63180395E+003
794	2.58851724E+003
795	2.36601162E+003
796	2.33570818E+003
797	2.28078161E+003
798	2.35210258E+003
799	2.56794933E+003
800	2.76736645E+003
801	2.85586947E+003
802	3.03087404E+003
803	3.09055878E+003
804	3.23808528E+003
805	3.24111248E+003
806	2.84057898E+003
807	3.01574679E+003
808	3.04829384E+003
809	3.01897872E+003
810	2.97498500E+003
811	3.25430551E+003
812	3.21658413E+003
813	3.07529515E+003
814	3.09273467E+003
815	3.11829095E+003
816	3.39376393E+003
817	3.09980030E+003
818	3.29869706E+003
819	3.11998942E+003
820	3.14778760E+003
821	3.09957704E+003
822	3.18979802E+003
823	3.31222820E+003
824	3.15722380E+003
825	3.16878359E+003
826	3.22454915E+003
827	3.36673446E+003
828	3.38817005E+003
829	3.34929943E+003
830	3.54343008E+003
831	3.41054207E+003
832	3.39092766E+003
833	3.35995566E+003
834	3.39284939E+003
835	3.43128225E+003
836	3.56195373E+003
837	3.69125783E+003
838	3.39002006E+003
839	3.50996445E+003
840	3.63641429E+003
841	3.53481152E+003
842	3.43785131E+003
843	3.79307592E+003
844	3.65726344E+003
845	3.53401156E+003
846	3.46169018E+003
847	3.31288166E+003
848	3.48517947E+003
849	3.14584770E+003
850	3.30522557E+003
851	3.32260113E+003
852	3.03535067E+003
853	3.03791286E+003
854	3.27553410E+003
855	3.30613474E+003
856	3.21644416E+003
857	3.01641927E+003
858	3.05632211E+003
859	3.03442419E+003
860	3.37271981E+003
861	3.47723647E+003
862	3.45319737E+003
863	3.43776937E+003
864	3.37005401E+003
865	3.65379717E+003
866	3.67534451E+003
867	3.56792271E+003
868	3.32156847E+003
869	3.66587437E+003
870	3.56320118E+003
871	3.44395754E+003
872	3.44772506E+003
873	3.38099097E+003
874	3.36233457E+003
875	3.32447588E+003
876	3.44725208E+003
877	3.42301803E+003
878	3.40903273E+003
879	3.07625941E+003
880	3.25406173E+003
881	3.38115105E+003
882	3.27143449E+003
883	3.40133095E+003
884	3.36093280E+003
885	3.13123563E+003
886	3.32202292E+003
887	3.35196683E+003
888	3.19968125E+003
889	3.45216860E+003
890	3.38861719E+003
891	3.40210281E+003
892	3.50542118E+003
893	3.37987708E+003
894	3.40028664E+003
895	3.34514683E+003
896	3.37307429E+003
897	3.04606643E+003
898	3.23087510E+003
899	3.15540531E+003
900	3.31768728E+003
901	3.17731019E+003
902	3.44884124E+003
903	3.28294471E+003
904	3.23038959E+003
905	3.25332575E+003
906	3.11992008E+003
907	2.96114447E+003
908	2.90260671E+003
909	3.05919293E+003
910	2.74831753E+003
911	2.76241711E+003
912	2.76673051E+003
913	2.76645135E+003
914	2.92484699E+003
915	2.83018555E+003
916	3.23301748E+003
917	3.32122877E+003
918	3.32466524E+003
919	3.27611250E+003
920	3.23750969E+003
921	3.44831424E+003
922	3.22596294E+003
923	2.84977367E+003
924	2.62327861E+003
925	2.91383264E+003
926	2.82833032E+003
927	2.81458847E+003
928	2.79366505E+003
929	2.69929241E+003
930	2.49930321E+003
931	2.64869670E+003
932	2.61809886E+003
933	2.56135673E+003
934	2.46459382E+003
935	2.57788504E+003
936	2.55814766E+003
937	2.69598390E+003
938	2.82738990E+003
939	2.76214067E+003
940	2.89660393E+003
941	2.91272886E+003
942	3.17001690E+003
943	2.97631598E+003
944	3.00748535E+003
945	2.86817097E+003
946	2.79056154E+003
947	2.93979453E+003
948	2.90893381E+003
949	2.88922377E+003
950	3.00080765E+003
951	3.03243162E+003
952	3.33315970E+003
953	3.29736591E+003
954	3.39135212E+003
955	3.41146419E+003
956	3.36018336E+003
957	2.93796376E+003
958	2.89133218E+003
959	2.96322522E+003
960	2.91236783E+003
961	3.04817203E+003
962	3.11575778E+003
963	3.16094256E+003
964	3.14704486E+003
965	3.17483397E+003
966	3.12311777E+003
967	3.41268277E+003
968	3.32365671E+003
969	3.27920274E+003
970	3.39472385E+003
971	3.14787417E+003
972	3.19360894E+003
973	3.28728123E+003
974	3.26111393E+003
975	3.31052849E+003
976	3.38495764E+003
977	3.37615916E+003
978	3.14205485E+003
979	3.08679235E+003
980	2.96968088E+003
981	3.11356904E+003
982	2.93008739E+003
983	2.98203285E+003
984	3.00019279E+003
985	2.96849450E+003
986	2.77262292E+003
987	2.77297014E+003
988	2.81141324E+003
989	2.92157201E+003
990	3.07862023E+003
991	3.01505637E+003
992	3.05273939E+003
993	2.89733848E+003
994	2.76151772E+003
995	2.79877954E+003
996	2.80050271E+003
997	3.01918946E+003
998	2.86837268E+003
999	3.00721897E+003
1000	3.25170194E+003
1001	3.41960904E+003
1002	3.49644406E+003
1003	3.02346769E+003
1004	3.02327551E+003
1005	3.15584745E+003
1006	3.07700844E+003
1007	3.11337544E+003
1008	3.18188109E+003
1009	3.27928235E+003
1010	3.31459960E+003
1011	3.28941580E+003
1012	3.23691555E+003
1013	3.19772180E+003
1014	3.24627722E+003
1015	3.27956917E+003
1016	3.52896759E+003
1017	3.20349058E+003
1018	3.19785006E+003
1019	3.15216632E+003
1020	3.14486385E+003
1021	3.10805938E+003
1022	3.15173425E+003
1023	3.22152538E+003
1024	3.23096045E+003
1025	2.99406553E+003
1026	3.04599018E+003
1027	3.23016638E+003
1028	3.17920154E+003
1029	3.11771157E+003
1030	3.10450107E+003
1031	3.36576022E+003
1032	3.28503759E+003
1033	3.19968571E+003
1034	3.20750764E+003
1035	3.26277160E+003
1036	3.19939977E+003
1037	3.57123714E+003
1038	3.54226381E+003
1039	3.86812919E+003
1040	3.84277017E+003
1041	3.78166514E+003
1042	3.60679766E+003
1043	3.27758783E+003
1044	3.10097210E+003
1045	3.19071835E+003
1046	3.01003681E+003
1047	3.40559842E+003
1048	3.13978683E+003
1049	3.46828350E+003
1050	3.47816807E+003
1051	3.72029680E+003
1052	3.73802507E+003
1053	3.74991090E+003
1054	3.65296616E+003
1055	3.60345058E+003
1056	3.63380004E+003
1057	3.65882621E+003
1058	3.62576799E+003
1059	3.71563883E+003
1060	3.57044580E+003
1061	3.54206542E+003
1062	3.45600209E+003
1063	3.63208829E+003
1064	3.71642110E+003
1065	3.69478908E+003
1066	3.65040089E+003
1067	3.64529483E+003
1068	3.54812067E+003
1069	3.61346646E+003
1070	3.51519775E+003
1071	3.32363062E+003
1072	3.34475937E+003
1073	3.46312108E+003
1074	3.64314024E+003
1075	3.68490874E+003
1076	3.86222750E+003
1077	3.95821175E+003
1078	3.88672618E+003
1079	3.94469005E+003
1080	3.81936054E+003
1081	3.65153123E+003
1082	3.72360842E+003
1083	3.71264758E+003
1084	3.47841166E+003
1085	3.43337317E+003
1086	3.44979620E+003
1087	3.43142752E+003
1088	4.03620268E+003
1089	3.75656372E+003
1090	3.75111216E+003
1091	3.99912777E+003
1092	3.90553334E+003
1093	3.72502983E+003
1094	3.72653323E+003
1095	3.72593822E+003
1096	3.82641378E+003
1097	3.65585550E+003
1098	3.85757335E+003
1099	3.83746367E+003
1100	3.77741838E+003
1101	3.89732577E+003
1102	3.49481433E+003
1103	3.56373644E+003
1104	3.34402859E+003
1105	3.42349670E+003
1106	3.61667970E+003
1107	3.49865728E+003
1108	3.55784571E+003
1109	3.62699369E+003
1110	3.59397234E+003
1111	3.60027714E+003
1112	3.61600047E+003
1113	3.63260987E+003
1114	3.58252289E+003
1115	3.57823154E+003
1116	3.71879800E+003
1117	3.65215219E+003
1118	3.20786677E+003
1119	3.21926947E+003
1120	3.22248961E+003
1121	3.43633806E+003
1122	3.24916240E+003
1123	3.07107086E+003
1124	3.21274066E+003
1125	3.38844195E+003
1126	3.09265627E+003
1127	3.43600725E+003
1128	3.45536843E+003
1129	3.63204869E+003
1130	3.87275199E+003
1131	3.78339120E+003
1132	3.69838268E+003
1133	3.52629125E+003
1134	3.80566377E+003
1135	3.71160327E+003
1136	3.74183001E+003
1137	3.41842736E+003
1138	3.58015196E+003
1139	3.46574777E+003
1140	3.55366465E+003
1141	3.56722059E+003
1142	3.57539882E+003
1143	3.50317479E+003
1144	3.45633202E+003
1145	3.74076408E+003
1146	3.68255870E+003
1147	3.54105886E+003
1148	3.55149732E+003
1149	3.69635652E+003
1150	3.61164073E+003
1151	3.80432501E+003
1152	3.92139576E+003
1153	3.92862143E+003
1154	3.83896287E+003
1155	3.84824420E+003
1156	4.09061648E+003
1157	4.09743637E+003
1158	4.18195642E+003
1159	4.17886682E+003
1160	3.86530846E+003
1161	3.74275309E+003
1162	3.78240638E+003
1163	3.65159833E+003
1164	3.61960781E+003
1165	3.52812424E+003
1166	3.41007462E+003
1167	3.43392885E+003
1168	3.51867640E+003
1169	3.41784496E+003
1170	3.59662790E+003
1171	3.60821079E+003
1172	3.75887329E+003
1173	3.95609462E+003
1174	4.05006255E+003
1175	4.07478290E+003
1176	4.02611080E+003
1177	4.06284662E+003
1178	4.02173562E+003
1179	3.91790793E+003
1180	4.12021300E+003
1181	4.19495048E+003
1182	4.21864099E+003
1183	4.19475081E+003
1184	4.17016387E+003
1185	4.29871506E+003
1186	4.42170014E+003
1187	4.56035069E+003
1188	4.05171765E+003
1189	4.02126224E+003
1190	4.10116750E+003
1191	3.98701947E+003
1192	3.79290802E+003
1193	3.90561163E+003
1194	4.20638115E+003
1195	4.24602910E+003
1196	4.01222373E+003
1197	4.04415164E+003
1198	3.92272068E+003
1199	4.22206336E+003
1200	4.40403670E+003
1201	4.41296873E+003
1202	4.42058381E+003
1203	4.46969974E+003
1204	4.65173277E+003
1205	4.62483591E+003
1206	4.63703865E+003
1207	4.86776857E+003
1208	4.72310381E+003
1209	4.60080629E+003
1210	4.48408085E+003
1211	4.55497935E+003
1212	4.66776414E+003
1213	4.35738238E+003
1214	4.27911884E+003
1215	4.41318981E+003
1216	4.46024623E+003
1217	4.58760463E+003
1218	4.49619619E+003
1219	4.33019594E+003
1220	4.48235656E+003
1221	4.22991364E+003
1222	4.19879378E+003
1223	4.19214649E+003
1224	4.05110853E+003
1225	4.04068696E+003
1226	4.07531518E+003
1227	4.06462184E+003
1228	4.24654874E+003
1229	4.28909730E+003
1230	4.19700873E+003
1231	4.15554962E+003
1232	3.99402689E+003
1233	3.90273340E+003
1234	3.88611186E+003
1235	4.06321313E+003
1236	4.08446976E+003
1237	4.27649872E+003
1238	4.35562362E+003
1239	4.44992313E+003
1240	4.39335573E+003
1241	4.54363866E+003
1242	4.52654115E+003
1243	4.10405161E+003
1244	4.05145779E+003
1245	4.12039080E+003
1246	4.27544294E+003
1247	4.41205017E+003
1248	4.49878804E+003
