sweep	g_CM
323	1.97003205E+002
324	2.11837648E+002
325	2.16706331E+002
326	2.05320276E+002
327	2.09451137E+002
328	2.42301878E+002
329	2.24480881E+002
330	2.17007223E+002
331	2.25784671E+002
332	2.29178167E+002
333	2.36919959E+002
334	2.38565191E+002
335	2.45028321E+002
336	2.18686362E+002
337	2.08813739E+002
338	2.07404560E+002
339	2.14016431E+002
340	2.03027084E+002
341	2.40379091E+002
342	2.20407581E+002
343	2.38920495E+002
344	2.21294017E+002
345	2.36200751E+002
346	2.14633362E+002
347	2.42877603E+002
348	2.22921766E+002
349	2.34530286E+002
350	2.31740132E+002
351	2.28868759E+002
352	2.05238916E+002
353	2.07291833E+002
354	2.08203473E+002
355	1.98226530E+002
356	2.41075974E+002
357	2.32351532E+002
358	2.51120657E+002
359	2.42418953E+002
360	2.61814690E+002
361	2.59883785E+002
362	2.75060634E+002
363	2.68234083E+002
364	2.92535666E+002
365	2.72308313E+002
366	2.83576541E+002
367	3.02804251E+002
368	3.15673031E+002
369	2.77749677E+002
370	2.76853429E+002
371	2.82374084E+002
372	2.91257326E+002
373	3.10193219E+002
374	2.97660505E+002
375	3.12115637E+002
376	3.24685848E+002
377	3.13302526E+002
378	3.22728241E+002
379	3.08464657E+002
380	2.97542718E+002
381	3.26360236E+002
382	3.30132120E+002
383	3.25767842E+002
384	3.23112717E+002
385	2.87881450E+002
386	2.77473840E+002
387	2.81856636E+002
388	2.81903973E+002
389	2.75812114E+002
390	2.72400848E+002
391	2.79186159E+002
392	2.74671897E+002
393	2.69067461E+002
394	2.73137094E+002
395	3.00606180E+002
396	2.89326408E+002
397	3.01089129E+002
398	3.04027877E+002
399	2.78214897E+002
400	3.01537033E+002
401	2.80059445E+002
402	2.64145806E+002
403	2.59545956E+002
404	2.74688734E+002
405	2.63942765E+002
406	2.69793095E+002
407	2.59314809E+002
408	2.42616074E+002
409	2.54928473E+002
410	2.64573107E+002
411	2.28335578E+002
412	2.19054659E+002
413	2.24413927E+002
414	2.30498338E+002
415	2.21955925E+002
416	2.04879694E+002
417	2.24708685E+002
418	2.27795867E+002
419	2.36874331E+002
420	2.32173383E+002
421	2.26964281E+002
422	2.66068082E+002
423	2.59652690E+002
424	2.58521420E+002
425	2.13307355E+002
426	2.25874629E+002
427	2.40690717E+002
428	2.06513211E+002
429	2.10021564E+002
430	2.59038594E+002
431	2.57919328E+002
432	2.38732626E+002
433	2.28431045E+002
434	2.13164083E+002
435	2.17088259E+002
436	2.28417232E+002
437	2.10761011E+002
438	1.96015353E+002
439	2.15011442E+002
440	2.23374144E+002
441	2.22799183E+002
442	2.14786515E+002
443	2.31773996E+002
444	2.01563091E+002
445	2.23974650E+002
446	2.03416833E+002
447	1.86502983E+002
448	2.07456631E+002
449	2.16817721E+002
450	2.23169870E+002
451	2.18729738E+002
452	2.10293386E+002
453	2.25905285E+002
454	1.98515537E+002
455	1.94959221E+002
456	1.95747275E+002
457	2.03542392E+002
458	1.81728198E+002
459	1.98146728E+002
460	2.09336904E+002
461	1.92671885E+002
462	2.14530946E+002
463	2.28642480E+002
464	2.26028277E+002
465	2.28310859E+002
466	2.36527581E+002
467	2.08040779E+002
468	2.33790324E+002
469	2.30798651E+002
470	2.17846083E+002
471	2.15332856E+002
472	1.99323033E+002
473	2.14257068E+002
474	2.10116083E+002
475	2.19876487E+002
476	2.17491375E+002
477	1.96821841E+002
478	2.26124907E+002
479	1.90831045E+002
480	2.29985058E+002
481	2.18973302E+002
482	2.30083460E+002
483	2.25956161E+002
484	2.45290788E+002
485	2.36061990E+002
486	2.49168669E+002
487	2.43588472E+002
488	2.47422726E+002
489	2.11081863E+002
490	2.07340491E+002
491	2.04651580E+002
492	2.10608249E+002
493	2.04658407E+002
494	2.13486391E+002
495	1.76289109E+002
496	1.84321752E+002
497	2.06663894E+002
498	1.93780763E+002
499	1.92648679E+002
500	1.81901597E+002
501	1.91193139E+002
502	2.00472659E+002
503	1.98491675E+002
504	1.98844425E+002
505	1.95155863E+002
506	1.76272027E+002
507	1.79294295E+002
508	1.73549800E+002
509	1.85077356E+002
510	1.85485293E+002
511	1.66712086E+002
512	1.79780021E+002
513	1.76703525E+002
514	1.82221249E+002
515	1.96074692E+002
516	1.96004269E+002
517	2.05762115E+002
518	1.91177100E+002
519	1.95095567E+002
520	2.00941253E+002
521	2.22038676E+002
522	1.93067707E+002
523	1.92286896E+002
524	2.34059154E+002
525	2.14320513E+002
526	2.38541661E+002
527	2.63217929E+002
528	2.61276373E+002
529	2.57146218E+002
530	2.63782690E+002
531	2.65506606E+002
532	2.64904808E+002
533	2.49593987E+002
534	2.52523671E+002
535	2.74297245E+002
536	2.73208809E+002
537	2.55829162E+002
538	2.53819241E+002
539	2.48623493E+002
540	2.28900503E+002
541	2.50919347E+002
542	2.19065265E+002
543	2.19952827E+002
544	2.42527930E+002
545	2.34808143E+002
546	2.33375797E+002
547	2.19196163E+002
548	2.18108205E+002
549	2.12866701E+002
550	2.27453422E+002
551	2.00475207E+002
552	1.87407918E+002
553	1.99865652E+002
554	1.80775419E+002
555	1.86446477E+002
556	2.01297155E+002
557	2.01690274E+002
558	2.03112412E+002
559	1.98359975E+002
560	2.24826329E+002
561	2.19076629E+002
562	2.16848657E+002
563	2.02568628E+002
564	2.45105766E+002
565	2.12833207E+002
566	2.54112677E+002
567	2.09385091E+002
568	2.16102634E+002
569	2.15978420E+002
570	2.18937707E+002
571	2.24883618E+002
572	2.26965057E+002
573	2.25619487E+002
574	2.20480296E+002
575	2.24864452E+002
576	2.21091929E+002
577	2.23458916E+002
578	2.10674683E+002
579	2.19747684E+002
580	2.47922292E+002
581	2.36075389E+002
582	2.20759889E+002
583	2.35640086E+002
584	2.15634182E+002
585	2.29477238E+002
586	2.10653390E+002
587	2.30706829E+002
588	2.31315746E+002
589	2.24269551E+002
590	2.33919568E+002
591	2.17947991E+002
592	2.31543521E+002
593	2.28373889E+002
594	2.53169472E+002
595	2.47611774E+002
596	2.64430079E+002
597	2.33617137E+002
598	2.31342745E+002
599	2.28144083E+002
600	2.16157257E+002
601	2.27662999E+002
602	2.54070936E+002
603	2.46114353E+002
604	2.60522042E+002
605	2.61614736E+002
606	2.51371497E+002
607	2.57305348E+002
608	2.70831988E+002
609	2.56287395E+002
610	2.64022745E+002
611	2.75916041E+002
612	2.83467904E+002
613	2.75266918E+002
614	2.75599888E+002
615	2.60279606E+002
616	2.43944017E+002
617	2.43947547E+002
618	2.57192736E+002
619	2.37444888E+002
620	2.63663950E+002
621	2.60490445E+002
622	3.05182693E+002
623	2.74998003E+002
624	2.59350535E+002
625	2.68706987E+002
626	2.72972236E+002
627	2.67479460E+002
628	2.66345400E+002
629	3.26571987E+002
630	3.14624432E+002
631	2.78829677E+002
632	2.82266869E+002
633	2.65835262E+002
634	2.82356267E+002
635	2.78347555E+002
636	2.92810496E+002
637	2.95922291E+002
638	2.98966277E+002
639	2.73859792E+002
640	2.68675710E+002
641	2.69699772E+002
642	2.86695066E+002
643	3.18002480E+002
644	3.16406604E+002
645	3.02002003E+002
646	2.79887506E+002
647	2.71895507E+002
648	2.73689561E+002
649	2.66588961E+002
650	2.76031137E+002
651	2.57354212E+002
652	2.59141394E+002
653	2.90731549E+002
654	3.00539245E+002
655	3.07460550E+002
656	2.73903140E+002
657	2.82791349E+002
658	2.87630834E+002
659	3.50100502E+002
660	3.27735696E+002
661	3.36305572E+002
662	3.26545603E+002
663	3.03702439E+002
664	2.87240400E+002
665	3.17147307E+002
666	3.32155602E+002
667	3.28994666E+002
668	3.28642864E+002
669	3.11427413E+002
670	3.23048701E+002
671	3.10733777E+002
672	2.90137774E+002
673	2.97873804E+002
674	3.23609073E+002
675	3.10852119E+002
676	3.15898998E+002
677	3.15884017E+002
678	3.27572185E+002
679	3.34814101E+002
680	3.35255489E+002
681	3.22537213E+002
682	3.14280338E+002
683	3.19449724E+002
684	2.92565836E+002
685	2.93021785E+002
686	2.62620887E+002
687	2.81827887E+002
688	2.81401427E+002
689	3.24070317E+002
690	3.36486824E+002
691	3.20679477E+002
692	3.15074389E+002
693	3.17291189E+002
694	3.27009995E+002
695	2.80060994E+002
696	2.82661285E+002
697	3.45406527E+002
698	3.23281768E+002
699	3.22113291E+002
700	3.24042317E+002
701	3.41026446E+002
702	3.31485348E+002
703	3.24355316E+002
704	3.58450252E+002
705	3.34645265E+002
706	3.23120352E+002
707	3.22068019E+002
708	3.44527037E+002
709	3.51840650E+002
710	3.36592442E+002
711	3.43184255E+002
712	3.35161561E+002
713	3.44611427E+002
714	3.45548991E+002
715	3.05527621E+002
716	3.23222941E+002
717	3.42643016E+002
718	3.43805030E+002
719	3.35551843E+002
720	3.02796175E+002
721	2.94879722E+002
722	3.02176311E+002
723	3.34326290E+002
724	3.43569442E+002
725	3.79094821E+002
726	3.96903433E+002
727	4.21252146E+002
728	3.85183643E+002
729	3.71094165E+002
730	3.79419673E+002
731	3.16608960E+002
732	3.82608182E+002
733	3.10108761E+002
734	3.35382183E+002
735	3.41986392E+002
736	3.43942012E+002
737	3.39545967E+002
738	3.11110377E+002
739	2.97724490E+002
740	2.99993071E+002
741	3.12153697E+002
742	3.08554448E+002
743	3.33336570E+002
744	3.19529685E+002
745	3.35121438E+002
746	3.19753539E+002
747	3.19435185E+002
748	3.27018859E+002
749	3.45373893E+002
750	3.22903713E+002
751	3.25275162E+002
752	2.93953673E+002
753	2.77546474E+002
754	2.95071898E+002
755	2.68103458E+002
756	2.90635741E+002
757	3.04024757E+002
758	3.05233167E+002
759	2.77506826E+002
760	2.88410453E+002
761	3.02273644E+002
762	2.93447896E+002
763	2.74184733E+002
764	3.05373186E+002
765	3.27839699E+002
766	3.25792511E+002
767	3.19180601E+002
768	3.07695610E+002
769	2.73554882E+002
770	2.83717298E+002
771	3.07390143E+002
772	2.88705693E+002
773	3.23675534E+002
774	3.19665014E+002
775	3.16050737E+002
776	2.92679215E+002
777	3.15026710E+002
778	3.12015646E+002
779	3.14952684E+002
780	2.88472306E+002
781	2.84456514E+002
782	2.88199238E+002
783	2.88458642E+002
784	3.03884931E+002
785	2.89516889E+002
786	2.83325127E+002
787	2.70268323E+002
788	2.67794856E+002
789	3.02968276E+002
790	2.70778109E+002
791	2.98010066E+002
792	3.12087393E+002
793	2.98644021E+002
794	3.30356001E+002
795	3.13362781E+002
796	2.98748214E+002
797	3.14416808E+002
798	2.93644522E+002
799	3.02333148E+002
800	3.01468242E+002
801	2.96854326E+002
802	2.80111845E+002
803	3.11692548E+002
804	3.02199055E+002
805	2.73221202E+002
806	2.63324318E+002
807	2.86331704E+002
808	2.87256482E+002
809	2.81417483E+002
810	2.55528816E+002
811	2.62935940E+002
812	2.77334393E+002
813	3.00192317E+002
814	3.00779134E+002
815	2.75017424E+002
816	2.75749751E+002
817	2.60322367E+002
818	2.76566156E+002
819	2.51508148E+002
820	2.73440522E+002
821	3.19915099E+002
822	2.94080524E+002
823	2.43752938E+002
824	2.64527212E+002
825	3.31252343E+002
826	3.20509670E+002
827	3.25008048E+002
828	3.07021259E+002
829	3.38477465E+002
830	2.86859207E+002
831	3.22992154E+002
832	3.25393415E+002
833	3.18047859E+002
834	3.07931754E+002
835	3.16773553E+002
836	3.07479110E+002
837	3.30186748E+002
838	3.32141853E+002
839	2.96423018E+002
840	3.18017045E+002
841	2.97095760E+002
842	2.74792845E+002
843	2.88979253E+002
844	2.90924684E+002
845	3.17921870E+002
846	3.25854457E+002
847	3.09171855E+002
848	2.74094598E+002
849	2.82919663E+002
850	2.76691264E+002
851	2.87233635E+002
852	3.30869975E+002
853	2.93931251E+002
854	2.93075409E+002
855	2.75176554E+002
856	2.49422746E+002
857	2.44338280E+002
858	2.66468700E+002
859	2.61974588E+002
860	2.60394153E+002
861	2.64621047E+002
862	2.79221672E+002
863	2.75236869E+002
864	3.20682476E+002
865	3.17568850E+002
866	2.96327462E+002
867	3.13294259E+002
868	2.90031424E+002
869	3.27474075E+002
870	2.67545664E+002
871	2.69114532E+002
872	3.12685553E+002
873	3.11010539E+002
874	3.27353862E+002
875	3.45900182E+002
876	3.23671519E+002
877	3.38507527E+002
878	3.12713385E+002
879	3.33898013E+002
880	3.37779152E+002
881	3.27534501E+002
882	3.18724667E+002
883	3.27637416E+002
884	3.37718613E+002
885	3.31451417E+002
886	2.98907700E+002
887	3.09713160E+002
888	3.04067618E+002
889	3.23723848E+002
890	3.10956303E+002
891	3.11653695E+002
892	3.11034838E+002
893	3.16500160E+002
894	3.06860875E+002
895	3.21290715E+002
896	3.01792290E+002
897	3.08629540E+002
898	3.29163756E+002
899	3.18693245E+002
900	2.93329378E+002
901	3.15595302E+002
902	3.18151798E+002
903	3.21719095E+002
904	3.40196543E+002
905	3.43999905E+002
906	3.48573666E+002
907	2.92911291E+002
908	3.20096078E+002
909	3.10825344E+002
910	3.30541399E+002
911	3.26477688E+002
912	3.27554511E+002
913	3.11854552E+002
914	3.19461766E+002
915	3.25614972E+002
916	3.17101348E+002
917	3.19507043E+002
918	3.42219117E+002
919	3.23857972E+002
920	3.03258846E+002
921	3.39834109E+002
922	3.39069505E+002
923	3.36177262E+002
924	3.02396727E+002
925	3.29520371E+002
926	3.45418629E+002
927	3.43995356E+002
928	3.44795452E+002
929	3.26806105E+002
930	3.43781535E+002
931	3.18147259E+002
932	3.22237185E+002
933	3.34335067E+002
934	3.17361391E+002
935	3.53721144E+002
936	3.54098696E+002
937	3.70078279E+002
938	3.94568200E+002
939	3.88235109E+002
940	3.72783487E+002
941	3.37071273E+002
942	3.81216153E+002
943	4.16328416E+002
944	3.60623251E+002
945	3.65138579E+002
946	3.51881322E+002
947	3.32492587E+002
948	3.66232025E+002
949	3.64947809E+002
950	3.58320215E+002
951	3.34897448E+002
952	3.04396227E+002
953	3.22094822E+002
954	3.03333921E+002
955	3.32253223E+002
956	3.25763493E+002
957	3.31218072E+002
958	3.38990357E+002
959	3.40039777E+002
960	3.38340670E+002
961	2.96192123E+002
962	3.04449804E+002
963	2.87173664E+002
964	3.26496805E+002
965	3.41774887E+002
966	3.73593880E+002
967	3.58250803E+002
968	3.19976192E+002
969	3.38146510E+002
970	3.84932903E+002
971	3.83907536E+002
972	3.58517395E+002
973	3.64554454E+002
974	3.44558699E+002
975	3.44440603E+002
976	3.74729079E+002
977	3.95123001E+002
978	3.76443467E+002
979	3.76681864E+002
980	3.53957736E+002
981	4.08814346E+002
982	4.08653718E+002
983	3.80266080E+002
984	3.69305967E+002
985	3.73883203E+002
986	3.47554551E+002
987	3.69109140E+002
988	3.91541078E+002
989	3.70522395E+002
990	3.55404148E+002
991	3.51675392E+002
992	3.63714842E+002
993	3.55174867E+002
994	4.11728542E+002
995	3.64298872E+002
996	3.37121182E+002
997	4.07175202E+002
998	3.54387487E+002
999	3.81441534E+002
1000	4.30968177E+002
1001	3.87834332E+002
1002	3.99341005E+002
1003	4.31343929E+002
1004	3.80568823E+002
1005	3.73443811E+002
1006	3.64053378E+002
1007	3.66912043E+002
1008	3.80315338E+002
1009	3.37972015E+002
1010	3.83216740E+002
1011	4.17378990E+002
1012	4.25236483E+002
1013	4.26244273E+002
1014	4.26863865E+002
1015	3.99818096E+002
1016	3.81274324E+002
1017	4.03252031E+002
1018	4.32663997E+002
1019	4.21316688E+002
1020	4.25542700E+002
1021	4.04409173E+002
1022	4.32301643E+002
1023	4.47573498E+002
1024	4.87965512E+002
1025	4.53834370E+002
1026	5.10069053E+002
1027	4.52452110E+002
1028	4.97237292E+002
1029	4.76746165E+002
1030	5.16813625E+002
1031	5.04763794E+002
1032	4.88843398E+002
1033	4.50934320E+002
1034	4.64236467E+002
1035	4.66100761E+002
1036	4.66451350E+002
1037	4.66984534E+002
1038	4.73031016E+002
1039	4.16610606E+002
1040	4.40730507E+002
1041	4.05655740E+002
1042	4.35431653E+002
1043	4.33235911E+002
1044	4.45191448E+002
1045	4.36938583E+002
1046	4.80549706E+002
1047	4.46995514E+002
1048	4.86109309E+002
1049	4.69080443E+002
1050	5.00430917E+002
1051	4.85340999E+002
1052	4.84343135E+002
1053	5.03384758E+002
1054	4.79252996E+002
1055	4.90427497E+002
1056	4.85848521E+002
1057	5.18631755E+002
1058	5.09477701E+002
1059	5.17882252E+002
1060	4.81079563E+002
1061	5.24253403E+002
1062	5.18033574E+002
1063	5.32634520E+002
1064	4.92850712E+002
1065	5.24775955E+002
1066	4.62416381E+002
1067	4.77082551E+002
1068	4.50688824E+002
1069	4.96296623E+002
1070	4.77748888E+002
1071	4.99916975E+002
1072	5.08068258E+002
1073	5.02768828E+002
1074	4.63593693E+002
1075	5.02198577E+002
1076	4.86914366E+002
1077	5.30485247E+002
1078	5.28480819E+002
1079	4.97751763E+002
1080	5.27161734E+002
1081	5.30653237E+002
1082	5.13706642E+002
1083	4.55658029E+002
1084	4.73902294E+002
1085	4.66402788E+002
1086	5.21900568E+002
1087	5.17029233E+002
1088	4.96667144E+002
1089	4.65611505E+002
1090	5.20929308E+002
1091	5.08774922E+002
1092	5.18392546E+002
1093	4.96098721E+002
1094	4.85135246E+002
1095	4.79618453E+002
1096	5.12886876E+002
1097	5.15626268E+002
1098	5.21442746E+002
1099	5.24542378E+002
1100	4.98694121E+002
1101	4.99788080E+002
1102	4.86221070E+002
1103	5.12460234E+002
1104	4.45239924E+002
1105	4.59482766E+002
1106	4.81815246E+002
1107	4.59099523E+002
1108	4.80164208E+002
1109	5.07707144E+002
1110	4.67217132E+002
1111	4.64621837E+002
1112	4.75740595E+002
1113	4.36495112E+002
1114	5.36201438E+002
1115	5.03340959E+002
1116	5.20066772E+002
1117	4.82921857E+002
1118	4.36434741E+002
1119	4.67727718E+002
1120	4.76809200E+002
1121	4.32659359E+002
1122	4.32277315E+002
1123	4.43741645E+002
1124	4.65880144E+002
1125	4.18137844E+002
1126	4.30519429E+002
1127	4.38463110E+002
1128	4.50237168E+002
1129	4.72404195E+002
1130	4.80870443E+002
1131	4.40162384E+002
1132	4.17469062E+002
1133	4.04705239E+002
1134	4.18097413E+002
1135	4.19075119E+002
1136	4.35803844E+002
1137	4.47243896E+002
1138	4.57771796E+002
1139	4.29869774E+002
1140	4.29534385E+002
1141	4.85061917E+002
1142	4.48022190E+002
1143	4.08853576E+002
1144	4.25100639E+002
1145	4.49574409E+002
1146	4.40018660E+002
1147	4.58290777E+002
1148	4.68890925E+002
1149	4.62587646E+002
1150	4.64615046E+002
1151	4.48520412E+002
1152	4.69332433E+002
1153	4.67435802E+002
1154	4.60734970E+002
1155	4.71387392E+002
1156	4.77438727E+002
1157	4.88330731E+002
1158	4.90791787E+002
1159	4.73053549E+002
1160	4.63433608E+002
1161	4.41465746E+002
1162	4.05869738E+002
1163	4.32089318E+002
1164	3.96979951E+002
1165	3.72872315E+002
1166	4.12202360E+002
1167	4.46631502E+002
1168	4.33684205E+002
1169	4.27942135E+002
1170	3.97494040E+002
1171	3.92963791E+002
1172	3.91868116E+002
1173	4.23134550E+002
1174	4.51836621E+002
1175	4.52908153E+002
1176	4.36809741E+002
1177	4.15588143E+002
1178	4.39717437E+002
1179	4.35539510E+002
1180	4.51487930E+002
1181	4.95146753E+002
1182	4.87052799E+002
1183	4.89334825E+002
1184	5.26660097E+002
1185	5.09048536E+002
1186	4.76404889E+002
1187	4.93218190E+002
1188	4.61131848E+002
1189	4.92442886E+002
1190	5.07920625E+002
1191	5.00948608E+002
1192	5.06821901E+002
1193	4.88751227E+002
1194	4.43449360E+002
1195	4.52858442E+002
1196	5.24549004E+002
1197	5.32899795E+002
1198	5.27429894E+002
1199	5.37862886E+002
1200	5.27055700E+002
1201	4.96748352E+002
1202	4.88201348E+002
1203	5.01032759E+002
1204	4.96862525E+002
1205	5.09425644E+002
1206	4.66061959E+002
1207	4.71560361E+002
1208	4.83443898E+002
1209	4.81006287E+002
1210	4.89641331E+002
1211	4.94431879E+002
1212	4.77576950E+002
1213	5.04595327E+002
1214	4.97445803E+002
1215	5.01328366E+002
1216	5.06207836E+002
1217	5.14126079E+002
1218	5.23048843E+002
1219	4.75909754E+002
1220	4.29172271E+002
1221	4.53005578E+002
1222	4.47563917E+002
1223	4.62806492E+002
1224	4.77455886E+002
1225	4.65194261E+002
1226	4.68704564E+002
1227	4.47715975E+002
1228	4.76020851E+002
1229	4.94685016E+002
1230	5.04900429E+002
1231	5.23569130E+002
1232	5.39016763E+002
1233	4.98276642E+002
1234	5.17118138E+002
1235	4.96035604E+002
1236	5.24948048E+002
1237	5.25305812E+002
1238	5.45534616E+002
1239	5.64021670E+002
1240	5.37312213E+002
1241	5.44857736E+002
1242	5.32917253E+002
1243	5.40885201E+002
1244	5.51119629E+002
1245	5.25735616E+002
1246	5.91027073E+002
1247	5.51071171E+002
1248	5.51246716E+002
