sweep	gR
387	4.11876086E-001
388	4.41276692E-001
389	4.38269736E-001
390	3.65672482E-001
391	3.28321728E-001
392	3.47526447E-001
393	3.10083768E-001
394	3.58973462E-001
395	3.98861825E-001
396	4.17119997E-001
397	4.15848301E-001
398	4.70152557E-001
399	4.88623284E-001
400	4.81351786E-001
401	4.03895849E-001
402	4.11867502E-001
403	4.66497684E-001
404	5.84354026E-001
405	6.42009176E-001
406	5.65546972E-001
407	5.56118420E-001
408	5.87431527E-001
409	5.53947716E-001
410	5.96700561E-001
411	5.56613789E-001
412	5.55972691E-001
413	5.29351393E-001
414	5.57103598E-001
415	4.29259508E-001
416	4.38200021E-001
417	3.81721499E-001
418	3.65240831E-001
419	4.11139307E-001
420	4.66330036E-001
421	4.56694079E-001
422	4.30148562E-001
423	4.49185841E-001
424	4.08680126E-001
425	3.82483756E-001
426	3.97882620E-001
427	4.17437531E-001
428	4.01048256E-001
429	4.82898836E-001
430	3.89884980E-001
431	4.27068405E-001
432	4.15489124E-001
433	4.85075990E-001
434	3.96799770E-001
435	3.60292085E-001
436	4.48668182E-001
437	4.39877758E-001
438	4.83879248E-001
439	4.25494500E-001
440	5.14469493E-001
441	5.84224688E-001
442	4.90272959E-001
443	4.84279594E-001
444	5.35850966E-001
445	4.19093750E-001
446	3.95560241E-001
447	4.14080063E-001
448	3.25965225E-001
449	4.17206284E-001
450	3.83512589E-001
451	4.76666436E-001
452	4.96019294E-001
453	4.90828258E-001
454	4.87285822E-001
455	4.91483434E-001
456	4.69294626E-001
457	5.02896200E-001
458	4.81881959E-001
459	4.04739673E-001
460	4.49260657E-001
461	5.13897648E-001
462	5.41316194E-001
463	4.71069652E-001
464	4.72895487E-001
465	4.29541887E-001
466	4.10335345E-001
467	5.29454520E-001
468	5.12105218E-001
469	5.26214723E-001
470	3.53597490E-001
471	3.60605172E-001
472	4.52125713E-001
473	4.26855794E-001
474	5.28392350E-001
475	4.23050585E-001
476	4.26974918E-001
477	3.98319259E-001
478	3.70327251E-001
479	4.03680320E-001
480	3.36848617E-001
481	2.91445705E-001
482	3.05741032E-001
483	4.25712148E-001
484	4.04772617E-001
485	4.43657827E-001
486	4.29190789E-001
487	4.01266160E-001
488	3.37491165E-001
489	4.29670555E-001
490	4.48244191E-001
491	4.72357723E-001
492	3.85543178E-001
493	3.82502486E-001
494	4.30032684E-001
495	4.50640969E-001
496	4.11851709E-001
497	3.48586663E-001
498	4.87883428E-001
499	4.04980360E-001
500	4.79808117E-001
501	4.86490061E-001
502	6.29485632E-001
503	5.55414653E-001
504	4.71709699E-001
505	5.17862674E-001
506	5.62348966E-001
507	5.38055049E-001
508	6.21823504E-001
509	6.23118306E-001
510	6.84930983E-001
511	6.13263858E-001
512	6.13269704E-001
513	6.96108487E-001
514	6.22617055E-001
515	5.66747208E-001
516	4.49310585E-001
517	4.79785075E-001
518	5.84319888E-001
519	6.05311059E-001
520	5.34287877E-001
521	4.49752345E-001
522	5.21392903E-001
523	5.33755533E-001
524	5.52826830E-001
525	5.42169353E-001
526	5.89314641E-001
527	6.03911178E-001
528	6.12007182E-001
529	6.26924520E-001
530	5.46431608E-001
531	5.15768925E-001
532	5.03894927E-001
533	5.78264033E-001
534	5.24299753E-001
535	5.46842747E-001
536	5.78205097E-001
537	5.26682194E-001
538	5.11277576E-001
539	4.99649236E-001
540	5.61657598E-001
541	6.22107557E-001
542	4.93258001E-001
543	4.91010022E-001
544	4.81271475E-001
545	4.22629028E-001
546	3.52892777E-001
547	4.10886914E-001
548	4.33591357E-001
549	4.50162245E-001
550	4.88484559E-001
551	4.65796296E-001
552	3.45921950E-001
553	2.14982224E-001
554	3.88348693E-001
555	3.79016632E-001
556	3.96399158E-001
557	4.32157550E-001
558	4.78724917E-001
559	4.94563395E-001
560	5.02202191E-001
561	4.86953403E-001
562	4.88465303E-001
563	4.73177329E-001
564	5.39469607E-001
565	4.66541409E-001
566	4.59086351E-001
567	4.65738938E-001
568	4.20479417E-001
569	5.36447399E-001
570	5.30009130E-001
571	4.99717516E-001
572	4.86312153E-001
573	4.74069611E-001
574	4.00650232E-001
575	4.00015561E-001
576	4.93353312E-001
577	3.80993702E-001
578	4.02695166E-001
579	4.20686198E-001
580	4.72864077E-001
581	3.95182215E-001
582	4.81617391E-001
583	4.49364626E-001
584	4.46931953E-001
585	4.37586524E-001
586	5.24007074E-001
587	5.32390121E-001
588	5.55064903E-001
589	5.64638689E-001
590	4.96831091E-001
591	5.62211392E-001
592	6.21432999E-001
593	6.01106014E-001
594	5.94190055E-001
595	5.23983105E-001
596	4.99759465E-001
597	4.60854197E-001
598	4.46803062E-001
599	4.34851537E-001
600	4.15564888E-001
601	4.09461725E-001
602	4.03458674E-001
603	3.98909499E-001
604	3.78236354E-001
605	3.63476316E-001
606	4.22743555E-001
607	4.20747252E-001
608	4.22627083E-001
609	4.08165124E-001
610	4.86492379E-001
611	5.17690904E-001
612	4.79586604E-001
613	4.36451286E-001
614	3.31343997E-001
615	5.08720922E-001
616	4.93604843E-001
617	4.63206957E-001
618	4.42458483E-001
619	3.30408444E-001
620	3.40704575E-001
621	2.40492156E-001
622	3.44601425E-001
623	3.22665551E-001
624	3.92805840E-001
625	4.80600613E-001
626	4.79737876E-001
627	4.87024773E-001
628	5.00823548E-001
629	4.40211843E-001
630	4.49185753E-001
631	4.40465516E-001
632	4.75994293E-001
633	4.95792406E-001
634	5.22240500E-001
635	4.19435723E-001
636	3.87194715E-001
637	4.80897418E-001
638	4.11271809E-001
639	4.55327353E-001
640	5.69779072E-001
641	4.67347910E-001
642	3.46985432E-001
643	4.02469037E-001
644	5.50989947E-001
645	6.04266560E-001
646	5.41625862E-001
647	5.11941562E-001
648	4.57114946E-001
649	4.86899845E-001
650	5.04932322E-001
651	4.92533004E-001
652	4.97039429E-001
653	4.08347957E-001
654	4.33609423E-001
655	4.48483217E-001
656	4.57571233E-001
657	4.84602230E-001
658	4.71961481E-001
659	4.90295086E-001
660	4.83739453E-001
661	5.21331356E-001
662	5.28105480E-001
663	5.47824906E-001
664	5.22922331E-001
665	5.29179908E-001
666	4.84135234E-001
667	5.01687423E-001
668	4.42768885E-001
669	5.69643937E-001
670	5.36350659E-001
671	5.16696684E-001
672	3.53928551E-001
673	4.75528081E-001
674	3.53493542E-001
675	4.18059451E-001
676	4.09903679E-001
677	3.41104652E-001
678	3.06288777E-001
679	3.83429629E-001
680	4.02072431E-001
681	4.36783086E-001
682	3.42379794E-001
683	3.20161547E-001
684	4.42777523E-001
685	4.30573700E-001
686	4.88075403E-001
687	4.82206395E-001
688	4.25960735E-001
689	4.05434150E-001
690	3.81073317E-001
691	4.14731389E-001
692	4.21764784E-001
693	5.54296492E-001
694	5.50698156E-001
695	5.72355595E-001
696	4.84535180E-001
697	3.84787269E-001
698	4.22359378E-001
699	4.72041947E-001
700	4.20289443E-001
701	4.37986025E-001
702	4.21334239E-001
703	4.29336927E-001
704	4.28931080E-001
705	4.94268175E-001
706	5.36349180E-001
707	4.42968005E-001
708	3.96495442E-001
709	4.11764155E-001
710	3.89237373E-001
711	3.73153294E-001
712	4.02017145E-001
713	4.06519560E-001
714	4.96863416E-001
715	4.60618085E-001
716	5.26083648E-001
717	4.67815937E-001
718	4.02787578E-001
719	4.84275978E-001
720	4.35773535E-001
721	4.31188702E-001
722	5.01630475E-001
723	4.78146493E-001
724	5.10319544E-001
725	5.09347432E-001
726	5.61618131E-001
727	4.86889105E-001
728	5.52146114E-001
729	5.85056448E-001
730	5.97383853E-001
731	5.16100466E-001
732	5.41119635E-001
733	5.21856771E-001
734	4.34337748E-001
735	4.22638365E-001
736	4.50523009E-001
737	3.74344998E-001
738	4.14909658E-001
739	4.44919414E-001
740	4.47899080E-001
741	4.60207538E-001
742	3.95663771E-001
743	4.15262634E-001
744	4.17046941E-001
745	3.86443264E-001
746	3.63360610E-001
747	2.53192082E-001
748	2.82968828E-001
749	3.27191106E-001
750	3.11070828E-001
751	2.33265046E-001
752	2.74604489E-001
753	2.63842417E-001
754	3.15779008E-001
755	3.71377610E-001
756	4.15630407E-001
757	4.71669637E-001
758	3.89114824E-001
759	4.18818915E-001
760	4.27078425E-001
761	3.69845673E-001
762	4.01342410E-001
763	3.21086361E-001
764	3.52600865E-001
765	3.27157271E-001
766	2.67593931E-001
767	2.91794199E-001
768	3.65428002E-001
769	3.73925447E-001
770	4.14278652E-001
771	3.92143666E-001
772	3.36493082E-001
773	4.60499182E-001
774	4.14834552E-001
775	3.61187064E-001
776	4.00664685E-001
777	3.77341608E-001
778	3.69628856E-001
779	3.21550433E-001
780	3.32488117E-001
781	2.53682636E-001
782	3.08524596E-001
783	2.40498899E-001
784	3.22989863E-001
785	2.65072400E-001
786	3.06452822E-001
787	3.83084972E-001
788	3.32530549E-001
789	3.33292344E-001
790	2.09782565E-001
791	2.93691661E-001
792	2.22076229E-001
793	2.75845617E-001
794	2.43491515E-001
795	3.21741335E-001
796	3.13312696E-001
797	3.17307329E-001
798	3.35089650E-001
799	3.15838087E-001
800	2.70657055E-001
801	3.03140955E-001
802	3.28282874E-001
803	2.34210916E-001
804	3.27234273E-001
805	3.67251711E-001
806	3.47267522E-001
807	3.82984237E-001
808	3.97329112E-001
809	4.24345439E-001
810	3.80832393E-001
811	3.92678382E-001
812	4.21838036E-001
813	4.12148682E-001
814	3.99017807E-001
815	4.35418295E-001
816	4.00883873E-001
817	3.58459715E-001
818	3.31785371E-001
819	3.14086096E-001
820	3.51016792E-001
821	3.01897501E-001
822	3.48744460E-001
823	4.31501564E-001
824	3.82860645E-001
825	3.48469886E-001
826	2.58242207E-001
827	3.76029984E-001
828	3.85270177E-001
829	3.77158735E-001
830	3.70044831E-001
831	3.35137659E-001
832	3.51649353E-001
833	3.58416598E-001
834	2.55963280E-001
835	3.29361771E-001
836	4.17133349E-001
837	4.35088444E-001
838	3.70841700E-001
839	3.58790014E-001
840	4.65389248E-001
841	3.54145618E-001
842	3.63607423E-001
843	2.97103166E-001
844	3.07766432E-001
845	3.87974252E-001
846	3.59466422E-001
847	3.84983897E-001
848	3.63544895E-001
849	3.92611371E-001
850	3.99128065E-001
851	4.72163339E-001
852	3.67306875E-001
853	3.39860495E-001
854	4.47151307E-001
855	4.52347400E-001
856	4.09524307E-001
857	3.93076336E-001
858	3.30514829E-001
859	3.35321344E-001
860	4.30841065E-001
861	3.57345651E-001
862	4.62748484E-001
863	4.34439566E-001
864	3.83101649E-001
865	3.44261709E-001
866	2.83156073E-001
867	3.17624806E-001
868	3.40635434E-001
869	3.90929646E-001
870	2.97930762E-001
871	4.08006386E-001
872	3.32437237E-001
873	3.88110135E-001
874	4.24681080E-001
875	3.49172665E-001
876	3.94906713E-001
877	3.81018303E-001
878	4.39257668E-001
879	3.48689079E-001
880	4.49170907E-001
881	4.66677390E-001
882	5.34358571E-001
883	5.34050537E-001
884	5.42591983E-001
885	4.97911345E-001
886	4.16414483E-001
887	4.79388229E-001
888	4.29117096E-001
889	4.45512219E-001
890	4.08775361E-001
891	3.27668228E-001
892	4.46237481E-001
893	4.95772035E-001
894	5.35813490E-001
895	4.98266909E-001
896	4.18609127E-001
897	3.23973067E-001
898	3.06455385E-001
899	2.91465011E-001
900	3.38302631E-001
901	4.39265017E-001
902	4.93736802E-001
903	4.57298450E-001
904	4.31123890E-001
905	4.24765729E-001
906	4.60536205E-001
907	5.08612715E-001
908	5.42601046E-001
909	4.49805317E-001
910	3.96914154E-001
911	4.12662345E-001
912	4.28092043E-001
913	4.49299061E-001
914	4.50948397E-001
915	4.71183596E-001
916	4.41846594E-001
917	5.85142889E-001
918	4.68794674E-001
919	3.96427124E-001
920	4.47369051E-001
921	3.59838014E-001
922	3.09502926E-001
923	3.51513428E-001
924	3.72195189E-001
925	3.36345211E-001
926	4.05935705E-001
927	4.35583567E-001
928	3.76361897E-001
929	2.88902344E-001
930	3.85123007E-001
931	4.04001860E-001
932	4.46032525E-001
933	4.73390004E-001
934	4.88597350E-001
935	4.61497100E-001
936	3.76470364E-001
937	3.96868006E-001
938	3.38181306E-001
939	4.21574062E-001
940	4.33625698E-001
941	4.08006964E-001
942	3.83977051E-001
943	3.43808131E-001
944	4.04511358E-001
945	5.74977918E-001
946	4.88938548E-001
947	4.96046590E-001
948	5.72144178E-001
949	6.03111229E-001
950	6.24311137E-001
951	6.98293383E-001
952	7.35278439E-001
953	6.89985429E-001
954	7.46822687E-001
955	7.17725308E-001
956	6.04790288E-001
957	5.68138845E-001
958	5.71073150E-001
959	5.60338280E-001
960	5.69893697E-001
961	6.00714210E-001
962	5.94296259E-001
963	5.70100898E-001
964	5.24345453E-001
965	6.18918296E-001
966	6.14970716E-001
967	5.33989216E-001
968	4.96404968E-001
969	5.37820776E-001
970	5.10748577E-001
971	4.88797851E-001
972	4.80548631E-001
973	5.01511411E-001
974	4.38859897E-001
975	4.77601740E-001
976	4.84134411E-001
977	6.12290883E-001
978	5.56988243E-001
979	5.06343178E-001
980	5.36208387E-001
981	3.55749785E-001
982	4.73143135E-001
983	5.47620732E-001
984	4.73740421E-001
985	5.59142997E-001
986	5.26851115E-001
987	4.84321101E-001
988	4.50542696E-001
989	4.30054981E-001
990	5.57383822E-001
991	5.93711031E-001
992	5.06512915E-001
993	5.31197977E-001
994	5.05555379E-001
995	5.74246440E-001
996	4.63900655E-001
997	3.61800221E-001
998	3.63272322E-001
999	3.64741357E-001
1000	3.94407839E-001
1001	3.21567030E-001
1002	3.67172954E-001
1003	3.72103486E-001
1004	4.03630685E-001
1005	4.58375695E-001
1006	3.57586083E-001
1007	3.49561842E-001
1008	3.07307059E-001
1009	4.18788991E-001
1010	4.97141752E-001
1011	5.04768006E-001
1012	4.90902994E-001
1013	5.22385449E-001
1014	5.38570088E-001
1015	5.04825206E-001
1016	4.41680619E-001
1017	4.72989523E-001
1018	5.17030094E-001
1019	5.00229405E-001
1020	5.09696720E-001
1021	5.12821609E-001
1022	5.62342868E-001
1023	5.43508449E-001
1024	5.89777726E-001
1025	5.41692609E-001
1026	5.27672641E-001
1027	4.60739425E-001
1028	4.83710638E-001
1029	3.67671745E-001
1030	4.05027332E-001
1031	3.64942988E-001
1032	4.30355888E-001
1033	4.10486371E-001
1034	3.54876862E-001
1035	4.70991088E-001
1036	4.81862509E-001
1037	6.43547546E-001
1038	6.01090238E-001
1039	4.60813532E-001
1040	4.35827097E-001
1041	4.36601525E-001
1042	3.65915826E-001
1043	4.53540499E-001
1044	3.84052654E-001
1045	4.95519916E-001
1046	5.78132874E-001
1047	4.82504033E-001
1048	5.15468283E-001
1049	4.82966903E-001
1050	4.47109244E-001
1051	3.91517723E-001
1052	5.02779700E-001
1053	4.70455909E-001
1054	4.04523946E-001
1055	4.03415237E-001
1056	3.93552760E-001
1057	4.12852281E-001
1058	4.58303667E-001
1059	4.37471551E-001
1060	4.95576354E-001
1061	5.04998430E-001
1062	5.46805747E-001
1063	5.42059818E-001
1064	4.55125407E-001
1065	4.54669444E-001
1066	4.04897441E-001
1067	4.21047426E-001
1068	4.01872784E-001
1069	3.49715373E-001
1070	3.40806456E-001
1071	3.57527846E-001
1072	3.73601632E-001
1073	4.02539560E-001
1074	3.49114864E-001
1075	3.55552248E-001
1076	3.61548182E-001
1077	4.75153386E-001
1078	4.55211204E-001
1079	4.57511976E-001
1080	4.18702131E-001
1081	3.88013710E-001
1082	4.31173888E-001
1083	3.38167329E-001
1084	3.54198009E-001
1085	2.82548673E-001
1086	2.74697121E-001
1087	2.97273463E-001
1088	2.88498143E-001
1089	2.89198394E-001
1090	3.18872616E-001
1091	4.89568723E-001
1092	3.86719000E-001
1093	3.34236103E-001
1094	3.97736724E-001
1095	3.70182401E-001
1096	4.61855477E-001
1097	3.66812880E-001
1098	2.74243294E-001
1099	2.61211492E-001
1100	3.18951077E-001
1101	2.81617428E-001
1102	3.24133103E-001
1103	3.57906686E-001
1104	3.20064371E-001
1105	2.17525193E-001
1106	2.34841951E-001
1107	3.17809198E-001
1108	2.82163377E-001
1109	3.30067003E-001
1110	3.76218468E-001
1111	2.98574669E-001
1112	3.59985331E-001
1113	4.54168051E-001
1114	3.75691022E-001
1115	4.41078454E-001
1116	4.49658960E-001
1117	3.93359124E-001
1118	2.38945788E-001
1119	3.48673559E-001
1120	3.43018786E-001
1121	3.22393077E-001
1122	2.40828324E-001
1123	2.76861683E-001
1124	3.10731491E-001
1125	2.98017105E-001
1126	3.23068343E-001
1127	3.32006004E-001
1128	3.54503844E-001
1129	4.24190676E-001
1130	3.88802513E-001
1131	3.42055974E-001
1132	3.74646893E-001
1133	4.30328851E-001
1134	3.87828629E-001
1135	3.57922477E-001
1136	4.12940589E-001
1137	3.97959783E-001
1138	3.70462170E-001
1139	2.98928249E-001
1140	3.00575012E-001
1141	3.25410035E-001
1142	3.08643330E-001
1143	2.80829044E-001
1144	2.54829263E-001
1145	3.11937000E-001
1146	3.25397405E-001
1147	4.07816292E-001
1148	4.30201430E-001
1149	3.71970516E-001
1150	2.60063414E-001
1151	5.02537038E-001
1152	4.29584295E-001
1153	3.73147499E-001
1154	4.68521253E-001
1155	5.19802225E-001
1156	3.91438903E-001
1157	4.23570438E-001
1158	3.84483496E-001
1159	2.78445150E-001
1160	3.78482711E-001
1161	3.36511455E-001
1162	4.52445779E-001
1163	3.15954636E-001
1164	3.43885809E-001
1165	4.04151141E-001
1166	4.14045610E-001
1167	3.99035294E-001
1168	5.03314058E-001
1169	3.87600010E-001
1170	3.88634485E-001
1171	3.41782935E-001
1172	3.78962328E-001
1173	3.81003617E-001
1174	4.80950809E-001
1175	4.30209693E-001
1176	3.99226536E-001
1177	4.31288958E-001
1178	4.89931159E-001
1179	4.42794024E-001
1180	4.94226577E-001
1181	5.25990619E-001
1182	3.87431295E-001
1183	4.26661659E-001
1184	4.61449353E-001
1185	4.74195084E-001
1186	4.89612030E-001
1187	3.80058676E-001
1188	3.81091915E-001
1189	3.90171678E-001
1190	3.91022590E-001
1191	4.33919642E-001
1192	4.13277740E-001
1193	4.35670954E-001
1194	2.53427050E-001
1195	3.60943237E-001
1196	4.20330396E-001
1197	4.89125085E-001
1198	4.65292998E-001
1199	3.88643133E-001
1200	3.64956226E-001
1201	3.43915387E-001
1202	3.17900319E-001
1203	3.53666114E-001
1204	3.99672496E-001
1205	3.97736916E-001
1206	4.22241653E-001
1207	3.77371761E-001
1208	4.29287483E-001
1209	4.30164861E-001
1210	3.61281624E-001
1211	4.05047106E-001
1212	3.22203428E-001
1213	3.38108823E-001
1214	2.42281416E-001
1215	2.93588195E-001
1216	2.95318969E-001
1217	2.62702911E-001
1218	2.31815945E-001
1219	3.03148599E-001
1220	2.22469790E-001
1221	9.99695382E-002
1222	1.23712829E-001
1223	2.22282303E-001
1224	2.51928064E-001
1225	2.32625485E-001
1226	2.04278278E-001
1227	1.07154676E-001
1228	9.51311935E-002
1229	1.44423042E-001
1230	1.94657855E-001
1231	1.48310883E-001
1232	1.73424928E-001
1233	2.54948030E-001
1234	2.04833244E-001
1235	3.25500573E-001
1236	4.04233691E-001
1237	2.97620919E-001
1238	4.27884593E-001
1239	2.90829935E-001
1240	3.25630173E-001
1241	2.10865733E-001
1242	1.39151501E-001
1243	3.33864148E-001
1244	1.82082374E-001
1245	2.58407141E-001
1246	2.49317049E-001
1247	1.82511820E-001
1248	2.96173322E-001
