sweep	g1
147	6.04420595E+002
148	5.89441734E+002
149	5.45229905E+002
150	5.18105095E+002
151	5.16953998E+002
152	4.81180849E+002
153	5.29373721E+002
154	5.09847469E+002
155	4.26328797E+002
156	4.43107293E+002
157	3.99621291E+002
158	3.98011054E+002
159	4.06160933E+002
160	3.76602213E+002
161	4.12555722E+002
162	4.24360398E+002
163	4.36575418E+002
164	4.65579745E+002
165	3.69423427E+002
166	4.97153120E+002
167	4.93016564E+002
168	4.12970322E+002
169	4.06545536E+002
170	4.70163104E+002
171	4.58756230E+002
172	6.58730567E+002
173	5.34803994E+002
174	5.28230584E+002
175	5.07594058E+002
176	5.44741302E+002
177	5.89407909E+002
178	6.59397002E+002
179	6.84729106E+002
180	6.96556257E+002
181	6.03180865E+002
182	6.07585613E+002
183	6.00200430E+002
184	5.61288590E+002
185	6.04776028E+002
186	5.58418307E+002
187	6.24336290E+002
188	6.58898682E+002
189	5.10850674E+002
190	6.11828052E+002
191	6.93165805E+002
192	6.34573757E+002
193	5.17776625E+002
194	4.75686109E+002
195	2.89970497E+002
196	3.04697383E+002
197	2.89610929E+002
198	3.36357080E+002
199	4.35938926E+002
200	4.90185025E+002
201	4.11940776E+002
202	3.92282794E+002
203	3.83343315E+002
204	3.96312983E+002
205	4.77839291E+002
206	3.90939217E+002
207	4.14470369E+002
208	4.55739768E+002
209	5.01716873E+002
210	3.62095998E+002
211	5.59278277E+002
212	5.74396722E+002
213	5.11044620E+002
214	5.47810427E+002
215	6.69558765E+002
216	6.24220726E+002
217	6.12533378E+002
218	6.54997391E+002
219	6.10541330E+002
220	6.96229323E+002
221	7.71867724E+002
222	7.20340695E+002
223	6.60895959E+002
224	6.54731548E+002
225	6.72092742E+002
226	6.86749364E+002
227	6.88159981E+002
228	6.56531896E+002
229	7.00641657E+002
230	6.66587704E+002
231	6.82046097E+002
232	6.69716961E+002
233	7.01108199E+002
234	6.46291552E+002
235	6.92057140E+002
236	6.40067009E+002
237	6.80357210E+002
238	6.30349779E+002
239	5.49479248E+002
240	5.33864638E+002
241	5.80738675E+002
242	5.32034069E+002
243	5.49975918E+002
244	5.39387412E+002
245	5.32082949E+002
246	5.52854104E+002
247	5.62437350E+002
248	5.66294701E+002
249	7.16687439E+002
250	5.69186331E+002
251	5.80543378E+002
252	5.54130107E+002
253	7.14300130E+002
254	6.37618880E+002
255	6.15413731E+002
256	5.55258459E+002
257	5.53660881E+002
258	5.32970587E+002
259	6.01915187E+002
260	6.88079605E+002
261	7.17292446E+002
262	8.08751203E+002
263	7.03936541E+002
264	7.42446424E+002
265	7.64327919E+002
266	7.16584928E+002
267	6.92298102E+002
268	7.06649458E+002
269	6.75215080E+002
270	6.75023153E+002
271	5.66879744E+002
272	5.62701327E+002
273	4.64315025E+002
274	4.52156468E+002
275	5.26146295E+002
276	4.88620660E+002
277	4.83851735E+002
278	5.39676214E+002
279	6.42096615E+002
280	5.97178038E+002
281	6.09192120E+002
282	4.51674822E+002
283	5.22061957E+002
284	5.29929138E+002
285	7.35819282E+002
286	7.46395107E+002
287	7.10325412E+002
288	6.68279213E+002
289	5.91916376E+002
290	7.53792257E+002
291	8.08060615E+002
292	7.48884129E+002
293	7.67434903E+002
294	8.04628883E+002
295	9.00947956E+002
296	9.35966656E+002
297	8.02491964E+002
298	7.14093666E+002
299	6.88999188E+002
300	7.05862298E+002
301	8.90735354E+002
302	8.98883877E+002
303	8.35110228E+002
304	7.04365936E+002
305	7.10464202E+002
306	6.33342282E+002
307	6.27241270E+002
308	5.46492281E+002
309	5.57677070E+002
310	5.83520151E+002
311	5.23343980E+002
312	5.19905490E+002
313	6.10588272E+002
314	6.29566289E+002
315	5.45473408E+002
316	6.84699529E+002
317	7.29463669E+002
318	6.51430101E+002
319	6.07712729E+002
320	6.30592890E+002
321	6.37904174E+002
322	5.56302775E+002
323	5.74710106E+002
324	6.07352082E+002
325	6.28275395E+002
326	7.75089694E+002
327	7.61943985E+002
328	6.58191879E+002
329	6.37797011E+002
330	4.91641465E+002
331	4.85779954E+002
332	5.46497037E+002
333	5.16007472E+002
334	5.22424099E+002
335	4.58351414E+002
336	5.35297734E+002
337	6.77133993E+002
338	6.52705290E+002
339	6.61693062E+002
340	5.98042841E+002
341	6.64182301E+002
342	6.23309826E+002
343	6.76912335E+002
344	6.96119822E+002
345	6.81960073E+002
346	7.03928532E+002
347	7.41283633E+002
348	6.88720747E+002
349	6.62937736E+002
350	6.15972932E+002
351	5.83373113E+002
352	5.71073234E+002
353	5.35197537E+002
354	6.24562236E+002
355	6.41178138E+002
356	6.88771773E+002
357	6.35407333E+002
358	5.91219436E+002
359	6.75252509E+002
360	6.56339816E+002
361	6.26370777E+002
362	6.24928095E+002
363	6.62628237E+002
364	6.37616289E+002
365	6.55572397E+002
366	6.34719256E+002
367	6.57475187E+002
368	5.91055120E+002
369	6.32894012E+002
370	5.19208815E+002
371	5.24467762E+002
372	4.39236162E+002
373	4.70891263E+002
374	5.45889231E+002
375	4.79333348E+002
376	4.66436675E+002
377	5.12257969E+002
378	4.88434030E+002
379	6.35316684E+002
380	8.06988010E+002
381	8.88030666E+002
382	9.18939231E+002
383	9.56588666E+002
384	8.05585967E+002
385	1.04695364E+003
386	9.25287446E+002
387	8.90984383E+002
388	8.97422938E+002
389	6.96648827E+002
390	6.62586875E+002
391	5.55492652E+002
392	5.26321016E+002
393	4.69346608E+002
394	5.67195046E+002
395	6.23474350E+002
396	4.88608155E+002
397	5.27897361E+002
398	6.93247654E+002
399	7.55212983E+002
400	6.26237800E+002
401	5.77453562E+002
402	4.55791617E+002
403	6.86314085E+002
404	6.53953279E+002
405	6.68430164E+002
406	5.51236522E+002
407	5.83495489E+002
408	6.17537438E+002
409	6.13379859E+002
410	6.26106325E+002
411	7.35360978E+002
412	8.15502022E+002
413	8.56109961E+002
414	6.64183731E+002
415	7.03613193E+002
416	6.57220717E+002
417	6.94243887E+002
418	8.76790802E+002
419	7.78933271E+002
420	7.75321834E+002
421	6.87123864E+002
422	8.71243129E+002
423	8.84584278E+002
424	9.57393966E+002
425	7.90330250E+002
426	9.57334916E+002
427	8.85458981E+002
428	8.73156128E+002
429	6.81043335E+002
430	7.36475070E+002
431	7.10313732E+002
432	7.81277456E+002
433	8.18892057E+002
434	6.81401569E+002
435	6.75496077E+002
436	7.13670662E+002
437	5.19671384E+002
438	6.32190942E+002
439	6.11748029E+002
440	5.83917602E+002
441	6.17724370E+002
442	5.51964211E+002
443	5.34754605E+002
444	5.55205183E+002
445	5.90860392E+002
446	6.45759111E+002
447	7.77837979E+002
448	7.36786793E+002
449	7.77205011E+002
450	7.42586580E+002
451	8.24125923E+002
452	7.51445859E+002
453	8.56490329E+002
454	8.46501541E+002
455	9.39866693E+002
456	9.78370025E+002
457	9.02915300E+002
458	9.04205889E+002
459	7.87343191E+002
460	6.81528772E+002
461	6.49651575E+002
462	7.53735989E+002
463	7.70301945E+002
464	7.12513599E+002
465	6.93871850E+002
466	8.37608234E+002
467	8.40714832E+002
468	7.93219888E+002
469	7.25219761E+002
470	6.41685625E+002
471	6.40420941E+002
472	7.23609980E+002
473	8.04074559E+002
474	7.87685777E+002
475	7.99174468E+002
476	7.90526597E+002
477	7.51480006E+002
478	6.38703100E+002
479	7.17312028E+002
480	7.70321862E+002
481	6.92648240E+002
482	7.50266463E+002
483	6.37253598E+002
484	7.51550082E+002
485	6.86799138E+002
486	6.45571641E+002
487	6.34559787E+002
488	7.53066316E+002
489	7.06429495E+002
490	7.40339615E+002
491	6.84237315E+002
492	6.11102881E+002
493	5.83882664E+002
494	7.29862176E+002
495	7.92159098E+002
496	7.72405761E+002
497	7.95027633E+002
498	8.29989526E+002
499	7.87082406E+002
500	9.17502887E+002
501	7.99972652E+002
502	7.55591870E+002
503	6.84711208E+002
504	7.79095086E+002
505	8.07807667E+002
506	7.65486608E+002
507	8.02791123E+002
508	8.09238352E+002
509	8.93135257E+002
510	8.81454378E+002
511	7.52456640E+002
512	9.02186265E+002
513	8.44473503E+002
514	8.09094919E+002
515	7.45310577E+002
516	8.47591262E+002
517	8.12181275E+002
518	7.98243295E+002
519	7.78419720E+002
520	7.62949205E+002
521	8.31466279E+002
522	8.45134046E+002
523	8.96398329E+002
524	8.15378772E+002
525	6.92958476E+002
526	6.57904730E+002
527	6.55730774E+002
528	6.86590391E+002
529	6.97800159E+002
530	6.92965241E+002
531	6.44388764E+002
532	6.83714834E+002
533	6.87052374E+002
534	6.17471889E+002
535	7.03310699E+002
536	9.03509437E+002
537	8.27827224E+002
538	8.35072397E+002
539	8.20617639E+002
540	7.68639024E+002
541	8.09854798E+002
542	8.32740843E+002
543	8.63216303E+002
544	9.14086676E+002
545	9.51786650E+002
546	8.71561616E+002
547	8.34384155E+002
548	8.33944072E+002
549	8.93685505E+002
550	9.01549015E+002
551	8.14584290E+002
552	8.32930282E+002
553	8.57168689E+002
554	8.26512636E+002
555	9.17470527E+002
556	7.94975503E+002
557	7.40161295E+002
558	9.63750865E+002
559	8.27909614E+002
560	7.96472788E+002
561	7.75509243E+002
562	9.06864887E+002
563	9.51201868E+002
564	7.68835156E+002
565	6.76385722E+002
566	7.67929347E+002
567	8.69654424E+002
568	8.35103128E+002
569	8.00206217E+002
570	8.41426018E+002
571	7.11853324E+002
572	7.92410842E+002
573	7.74655069E+002
574	8.28862837E+002
575	6.65639690E+002
576	6.52873640E+002
577	7.65044366E+002
578	7.67523428E+002
579	9.39355344E+002
580	8.27272356E+002
581	8.29160500E+002
582	7.38882480E+002
583	7.73371135E+002
584	8.92221836E+002
585	8.19584346E+002
586	8.07913755E+002
587	8.60864271E+002
588	8.15021550E+002
589	7.87618415E+002
590	8.23287422E+002
591	6.94774160E+002
592	7.33706554E+002
593	7.84496376E+002
594	6.90215926E+002
595	7.30650741E+002
596	7.08027510E+002
597	7.45367773E+002
598	7.10390959E+002
599	7.62402612E+002
600	8.17856543E+002
601	8.39209948E+002
602	9.11936099E+002
603	8.72103817E+002
604	9.58286652E+002
605	9.32799271E+002
606	8.97055714E+002
607	8.61373888E+002
608	6.50766131E+002
609	6.13854905E+002
610	8.47319415E+002
611	9.51199205E+002
612	7.65217421E+002
613	8.29774604E+002
614	8.46353559E+002
615	9.95819829E+002
616	8.31091813E+002
617	7.68171518E+002
618	7.72191095E+002
619	8.43716203E+002
620	7.73619710E+002
621	8.10254099E+002
622	7.83937776E+002
623	8.47750479E+002
624	8.30310507E+002
625	8.58294857E+002
626	8.18622257E+002
627	7.67378748E+002
628	7.82741892E+002
629	7.74591254E+002
630	7.25236869E+002
631	8.00108446E+002
632	8.58593964E+002
633	8.41459722E+002
634	8.42123262E+002
635	7.59635352E+002
636	7.98126068E+002
637	7.55426993E+002
638	8.63153940E+002
639	8.60854481E+002
640	8.29532014E+002
641	8.43270338E+002
642	7.01491834E+002
643	7.45301884E+002
644	7.42798696E+002
645	8.12481653E+002
646	7.94852480E+002
647	6.50519221E+002
648	5.72038865E+002
649	7.88646313E+002
650	7.48642765E+002
651	8.01467182E+002
652	8.24052500E+002
653	7.01045370E+002
654	6.94092979E+002
655	6.41443570E+002
656	6.89435339E+002
657	8.10599851E+002
658	7.74472682E+002
659	7.82250849E+002
660	7.25032350E+002
661	7.35672782E+002
662	7.56838820E+002
663	9.39439119E+002
664	9.30465341E+002
665	8.86492631E+002
666	8.30442471E+002
667	8.11801724E+002
668	7.79159724E+002
669	8.38253954E+002
670	6.37243917E+002
671	7.07026842E+002
672	6.59451957E+002
673	6.22069623E+002
674	5.99571821E+002
675	6.12144895E+002
676	5.85467564E+002
677	5.87399892E+002
678	5.70243827E+002
679	5.44800301E+002
680	5.06705930E+002
681	6.66538762E+002
682	6.34018212E+002
683	5.24327448E+002
684	5.97167420E+002
685	6.86171811E+002
686	6.52013524E+002
687	5.90517996E+002
688	6.63860510E+002
689	6.01912157E+002
690	5.41646885E+002
691	5.46672277E+002
692	5.72874284E+002
693	7.81351119E+002
694	6.86345984E+002
695	7.07057619E+002
696	9.22583670E+002
697	8.44253943E+002
698	7.93608142E+002
699	7.88557015E+002
700	7.83785443E+002
701	8.10318158E+002
702	8.08498299E+002
703	7.50635497E+002
704	7.41102264E+002
705	8.16191088E+002
706	7.28753710E+002
707	7.10146186E+002
708	6.42871532E+002
709	6.92853825E+002
710	6.69534072E+002
711	6.55843157E+002
712	7.20088450E+002
713	8.29958289E+002
714	7.92606263E+002
715	8.08219226E+002
716	8.19764838E+002
717	8.13384722E+002
718	7.55794578E+002
719	7.84304463E+002
720	8.10862574E+002
721	8.81261769E+002
722	7.98442434E+002
723	9.20093093E+002
724	9.66115461E+002
725	9.97600527E+002
726	6.98641952E+002
727	7.97541913E+002
728	7.65467954E+002
729	8.41258095E+002
730	8.07972137E+002
731	8.10249851E+002
732	7.55292088E+002
733	8.52405038E+002
734	9.03356369E+002
735	9.59071563E+002
736	7.57612172E+002
737	7.80832701E+002
738	7.72941210E+002
739	7.84906772E+002
740	8.67059104E+002
741	8.22360904E+002
742	7.73742842E+002
743	9.16326672E+002
744	1.03175392E+003
745	9.32956121E+002
746	7.82601749E+002
747	8.15562510E+002
748	8.32888659E+002
749	9.28364088E+002
750	7.85241795E+002
751	8.63813257E+002
752	9.17699921E+002
753	9.47323083E+002
754	7.55498096E+002
755	6.88679384E+002
756	9.25704555E+002
757	7.24973250E+002
758	7.11685992E+002
759	6.72598212E+002
760	6.55642902E+002
761	7.93639173E+002
762	8.28876452E+002
763	7.89926475E+002
764	8.21718865E+002
765	8.20597786E+002
766	8.48612052E+002
767	9.22841236E+002
768	9.00609130E+002
769	7.20062709E+002
770	8.20345319E+002
771	8.13810640E+002
772	1.06152807E+003
773	8.25836359E+002
774	8.31354258E+002
775	9.39418631E+002
776	1.07462620E+003
777	9.11694302E+002
778	8.43769298E+002
779	8.75024734E+002
780	1.00163305E+003
781	9.30105210E+002
782	9.61506894E+002
783	9.78333288E+002
784	9.48929123E+002
785	9.68588877E+002
786	9.35041338E+002
787	6.40486615E+002
788	8.08312786E+002
789	9.78605405E+002
790	9.99073115E+002
791	7.59595978E+002
792	7.99992227E+002
793	8.37276815E+002
794	8.02843177E+002
795	8.79237924E+002
796	8.30109090E+002
797	8.83819379E+002
798	7.40352600E+002
799	7.04049601E+002
800	7.59010778E+002
801	7.67088078E+002
802	7.56939734E+002
803	8.52595141E+002
804	8.66398923E+002
805	9.35392642E+002
806	9.41055818E+002
807	7.11592634E+002
808	7.93062952E+002
809	7.58359206E+002
810	6.80082679E+002
811	7.04929817E+002
812	7.84504896E+002
813	7.55510438E+002
814	7.69686558E+002
815	7.18334684E+002
816	7.68173471E+002
817	6.96298120E+002
818	6.46351832E+002
819	6.55752925E+002
820	6.65191547E+002
821	6.88148397E+002
822	6.37950720E+002
823	6.41754068E+002
824	6.41856030E+002
825	8.34517883E+002
826	7.31958277E+002
827	8.00755145E+002
828	7.48154893E+002
829	8.13810734E+002
830	8.47642999E+002
831	6.16654392E+002
832	6.00210331E+002
833	8.18887274E+002
834	7.97909508E+002
835	8.11755798E+002
836	7.49841813E+002
837	7.76389448E+002
838	8.45360915E+002
839	7.52477668E+002
840	9.72463098E+002
841	7.79039903E+002
842	7.32318230E+002
843	6.31291485E+002
844	6.57585691E+002
845	7.51097404E+002
846	8.86420261E+002
847	8.93677893E+002
848	8.69707260E+002
849	9.27734217E+002
850	9.15434883E+002
851	8.55914888E+002
852	9.41695169E+002
853	1.05830393E+003
854	9.94838621E+002
855	1.01875509E+003
856	1.04581130E+003
857	9.62471097E+002
858	1.03656332E+003
859	1.03232987E+003
860	1.04962797E+003
861	1.06670032E+003
862	1.06071069E+003
863	1.08942981E+003
864	1.02355837E+003
865	1.01499200E+003
866	1.09357967E+003
867	1.02558611E+003
868	1.00631698E+003
869	1.09820217E+003
870	1.06911769E+003
871	1.03061555E+003
872	1.03917412E+003
873	1.05983434E+003
874	1.08456643E+003
875	1.03943541E+003
876	8.37754147E+002
877	8.35815161E+002
878	8.86823976E+002
879	8.31716616E+002
880	8.44413058E+002
881	8.91167856E+002
882	1.00057316E+003
883	8.95038350E+002
884	1.11201906E+003
885	1.15394167E+003
886	1.21291729E+003
887	1.10837332E+003
888	1.12772712E+003
889	1.01261129E+003
890	1.09500980E+003
891	9.27420565E+002
892	8.52193828E+002
893	1.11474910E+003
894	8.14640761E+002
895	8.42821288E+002
896	8.55403077E+002
897	1.04306157E+003
898	1.13465922E+003
899	1.05367783E+003
900	1.03458810E+003
901	8.72381274E+002
902	7.67246521E+002
903	9.31985381E+002
904	9.64629975E+002
905	1.03562537E+003
906	1.06044860E+003
907	1.03118096E+003
908	1.01150656E+003
909	1.04352501E+003
910	8.60404817E+002
911	9.48031823E+002
912	8.61020416E+002
913	9.07849792E+002
914	8.66074021E+002
915	7.74487699E+002
916	7.76887895E+002
917	7.59387683E+002
918	8.46427885E+002
919	8.39158463E+002
920	9.09426537E+002
921	1.12119450E+003
922	7.35509322E+002
923	7.16816810E+002
924	8.21046865E+002
925	8.60052325E+002
926	8.28294522E+002
927	8.60525902E+002
928	7.51394321E+002
929	7.34292808E+002
930	7.54080712E+002
931	7.27225092E+002
932	8.50806938E+002
933	9.99268855E+002
934	9.33449893E+002
935	9.46850408E+002
936	8.91280891E+002
937	9.98162066E+002
938	1.05422835E+003
939	9.23669042E+002
940	7.48619247E+002
941	8.32826580E+002
942	9.88735177E+002
943	1.06347337E+003
944	1.03980906E+003
945	1.00616049E+003
946	9.28451996E+002
947	9.50363756E+002
948	9.31258107E+002
949	9.13866824E+002
950	8.86901017E+002
951	8.63075829E+002
952	8.73013753E+002
953	9.74802689E+002
954	1.08016492E+003
955	1.13509864E+003
956	1.01620485E+003
957	9.06582841E+002
958	8.74036519E+002
959	9.64393466E+002
960	1.01006015E+003
961	9.47469560E+002
962	1.02924637E+003
963	1.04448678E+003
964	1.08284221E+003
965	1.13687080E+003
966	1.19632748E+003
967	1.22336354E+003
968	1.20347915E+003
969	1.19605038E+003
970	1.11134571E+003
971	1.14662869E+003
972	1.15446984E+003
973	1.08814958E+003
974	1.12672967E+003
975	1.12641523E+003
976	1.06682465E+003
977	1.07242271E+003
978	1.08748139E+003
979	1.08346168E+003
980	1.02186061E+003
981	9.05329977E+002
982	9.84550870E+002
983	1.29085460E+003
984	1.21938563E+003
985	1.20219123E+003
986	1.24316364E+003
987	9.59976903E+002
988	9.67088263E+002
989	1.06662532E+003
990	8.50791780E+002
991	7.78906712E+002
992	9.04246323E+002
993	9.27494431E+002
994	8.01897060E+002
995	9.16746943E+002
996	9.22639569E+002
997	8.14762757E+002
998	1.12023357E+003
999	1.14972087E+003
1000	1.24443050E+003
1001	9.20027333E+002
1002	9.24174734E+002
1003	9.04815096E+002
1004	1.02386058E+003
1005	1.20914137E+003
1006	9.01204326E+002
1007	1.08160889E+003
1008	9.92548388E+002
1009	8.99627200E+002
1010	8.81966876E+002
1011	1.01191563E+003
1012	9.47859199E+002
1013	1.00014103E+003
1014	1.01782078E+003
1015	1.02425578E+003
1016	1.09790467E+003
1017	1.16355695E+003
1018	1.06054232E+003
1019	1.13133487E+003
1020	1.33985799E+003
1021	1.31186469E+003
1022	1.21264947E+003
1023	1.38013820E+003
1024	1.47921479E+003
1025	1.40857401E+003
1026	1.41890476E+003
1027	1.35379144E+003
1028	1.36575507E+003
1029	1.09254568E+003
1030	1.00679225E+003
1031	1.03951044E+003
1032	9.63954229E+002
1033	9.12784150E+002
1034	1.06115780E+003
1035	1.04475920E+003
1036	1.12031946E+003
1037	1.20888530E+003
1038	1.31580815E+003
1039	1.31204043E+003
1040	1.25718764E+003
1041	1.27107450E+003
1042	1.31063382E+003
1043	1.06573498E+003
1044	1.00690969E+003
1045	1.11976757E+003
1046	1.03802468E+003
1047	1.02385181E+003
1048	1.17400352E+003
1049	1.25441469E+003
1050	1.30228393E+003
1051	1.29987426E+003
1052	1.41554372E+003
1053	1.47711861E+003
1054	1.51735199E+003
1055	1.48415763E+003
1056	1.48227761E+003
1057	1.43918266E+003
1058	1.40505780E+003
1059	1.38966341E+003
1060	1.40985965E+003
1061	1.40623754E+003
1062	1.18907754E+003
1063	1.14796515E+003
1064	1.17448483E+003
1065	1.13212973E+003
1066	1.15621665E+003
1067	1.21930899E+003
1068	1.22007013E+003
1069	1.05198778E+003
1070	1.32336079E+003
1071	1.16384182E+003
1072	1.17845772E+003
1073	1.29816447E+003
1074	1.26299110E+003
1075	1.39982612E+003
1076	1.29148856E+003
1077	1.34213041E+003
1078	1.31520013E+003
1079	1.34303774E+003
1080	1.25748956E+003
1081	1.02939670E+003
1082	1.05970860E+003
1083	1.06729125E+003
1084	1.05591656E+003
1085	1.07866421E+003
1086	1.08204193E+003
1087	1.20625386E+003
1088	1.06910784E+003
1089	1.15092464E+003
1090	1.18585771E+003
1091	1.08773418E+003
1092	1.05580037E+003
1093	1.04208502E+003
1094	1.11622262E+003
1095	1.13090458E+003
1096	1.25575037E+003
1097	1.06074621E+003
1098	1.01131154E+003
1099	1.16545086E+003
1100	9.69732577E+002
1101	8.28049663E+002
1102	7.52344309E+002
1103	8.53545344E+002
1104	8.48787629E+002
1105	7.95003671E+002
1106	7.62225386E+002
1107	8.11944865E+002
1108	8.84850467E+002
1109	8.97930403E+002
1110	1.07624619E+003
1111	1.06742271E+003
1112	1.17161300E+003
1113	1.20290117E+003
1114	1.09977154E+003
1115	1.01170618E+003
1116	1.17251454E+003
1117	1.07974101E+003
1118	1.08714362E+003
1119	1.20681826E+003
1120	1.29386677E+003
1121	1.09846122E+003
1122	1.06658290E+003
1123	9.36964779E+002
1124	9.06075986E+002
1125	9.22498651E+002
1126	8.94541047E+002
1127	7.97559452E+002
1128	8.80097878E+002
1129	8.78800514E+002
1130	9.03163364E+002
1131	9.73134553E+002
1132	9.90606710E+002
1133	8.63922189E+002
1134	1.06885798E+003
1135	1.01303134E+003
1136	9.51847841E+002
1137	8.00236915E+002
1138	8.88803618E+002
1139	1.08615656E+003
1140	1.03240788E+003
1141	1.10048914E+003
1142	1.06956370E+003
1143	1.10502511E+003
1144	1.01604889E+003
1145	9.68188777E+002
1146	8.65335241E+002
1147	8.67042921E+002
1148	8.22681038E+002
1149	8.66409110E+002
1150	9.71869550E+002
1151	9.38897714E+002
1152	8.36730951E+002
1153	8.40311975E+002
1154	7.52741240E+002
1155	8.17386142E+002
1156	7.83336243E+002
1157	8.74788028E+002
1158	8.85596090E+002
1159	8.67458011E+002
1160	9.39358577E+002
1161	7.76208105E+002
1162	6.34283633E+002
1163	6.45784435E+002
1164	6.86405890E+002
1165	6.87296896E+002
1166	8.40917701E+002
1167	9.11387969E+002
1168	9.80175342E+002
1169	9.23692675E+002
1170	1.05547242E+003
1171	1.15751496E+003
1172	9.84034191E+002
1173	1.02168539E+003
1174	9.90002433E+002
1175	9.47160746E+002
1176	1.12517609E+003
1177	1.21655307E+003
1178	1.20768949E+003
1179	1.17330857E+003
1180	1.14897869E+003
1181	9.82032191E+002
1182	1.33467875E+003
1183	1.12973742E+003
1184	1.17242992E+003
1185	1.15565035E+003
1186	1.23433959E+003
1187	1.10157165E+003
1188	1.08066674E+003
1189	1.13790305E+003
1190	9.40865859E+002
1191	9.57212513E+002
1192	1.13201810E+003
1193	1.04203651E+003
1194	1.08034777E+003
1195	1.10172227E+003
1196	1.16785412E+003
1197	1.05883464E+003
1198	1.06692605E+003
1199	1.05335714E+003
1200	9.95839501E+002
1201	1.13975686E+003
1202	1.12535308E+003
1203	1.10388182E+003
1204	1.18792480E+003
1205	1.03901799E+003
1206	1.00263718E+003
1207	1.21181295E+003
1208	1.13533752E+003
1209	1.10893734E+003
1210	1.22855728E+003
1211	1.22278352E+003
1212	1.17867254E+003
1213	1.26092077E+003
1214	1.30178664E+003
1215	1.24605348E+003
1216	1.29215797E+003
1217	1.39345020E+003
1218	1.36299789E+003
1219	1.32119788E+003
1220	9.91714376E+002
1221	1.15933552E+003
1222	1.16036479E+003
1223	1.24479630E+003
1224	1.18447553E+003
1225	1.08469456E+003
1226	9.85141067E+002
1227	9.69884899E+002
1228	9.32957722E+002
1229	9.06739801E+002
1230	9.91461704E+002
1231	1.13995253E+003
1232	1.00934548E+003
1233	9.28625320E+002
1234	9.45020830E+002
1235	8.03362155E+002
1236	8.86484132E+002
1237	1.00160524E+003
1238	9.88482564E+002
1239	9.57555633E+002
1240	1.06456853E+003
1241	1.18278853E+003
1242	1.20196647E+003
1243	1.18353848E+003
1244	1.24628803E+003
1245	1.11363967E+003
1246	1.05451695E+003
1247	1.20463825E+003
1248	1.02452663E+003
