sweep	g1
420	2.81272050E+002
421	3.09074328E+002
422	3.02950803E+002
423	3.04798876E+002
424	2.86289126E+002
425	2.88218756E+002
426	2.94481640E+002
427	3.09612916E+002
428	3.03552459E+002
429	2.93545032E+002
430	2.75216932E+002
431	2.76983545E+002
432	2.65618706E+002
433	2.71759917E+002
434	2.90896086E+002
435	2.94854690E+002
436	2.92404378E+002
437	2.96604319E+002
438	3.22502252E+002
439	3.31755777E+002
440	3.38214497E+002
441	3.25235145E+002
442	3.27447955E+002
443	3.13417401E+002
444	2.99132928E+002
445	3.13577905E+002
446	3.48567678E+002
447	3.42236446E+002
448	3.07699296E+002
449	3.36984313E+002
450	3.17252238E+002
451	3.16346999E+002
452	3.53757135E+002
453	3.54768149E+002
454	3.59689006E+002
455	3.13973598E+002
456	3.25412724E+002
457	3.11982652E+002
458	3.54643916E+002
459	3.99017480E+002
460	3.57306179E+002
461	3.72111203E+002
462	3.70444309E+002
463	3.93107678E+002
464	3.95371529E+002
465	4.08948014E+002
466	3.98338599E+002
467	4.15539435E+002
468	4.40101282E+002
469	4.20025034E+002
470	4.42531653E+002
471	4.59699487E+002
472	4.43144052E+002
473	4.33210332E+002
474	3.92997450E+002
475	4.07106867E+002
476	3.83801181E+002
477	4.06274835E+002
478	4.15668512E+002
479	4.02422350E+002
480	4.18868425E+002
481	4.12186710E+002
482	4.07696101E+002
483	4.14167287E+002
484	4.20790379E+002
485	4.47474274E+002
486	4.46730087E+002
487	4.27454454E+002
488	4.26274038E+002
489	4.42834047E+002
490	4.52865044E+002
491	4.81070115E+002
492	4.65459539E+002
493	4.68305295E+002
494	4.72401710E+002
495	4.54707125E+002
496	4.52065800E+002
497	4.50187583E+002
498	4.50135286E+002
499	4.16946302E+002
500	4.30614512E+002
501	4.25155105E+002
502	4.34794037E+002
503	4.45575732E+002
504	4.68563744E+002
505	4.30351933E+002
506	3.96315831E+002
507	3.93334537E+002
508	4.06267347E+002
509	4.02231062E+002
510	3.83909441E+002
511	4.36467189E+002
512	4.54019920E+002
513	4.28457833E+002
514	4.28047142E+002
515	4.44105465E+002
516	4.29200855E+002
517	4.12881409E+002
518	3.87493341E+002
519	3.64441544E+002
520	3.67223426E+002
521	3.66265464E+002
522	3.62309521E+002
523	3.80550386E+002
524	4.24551912E+002
525	4.15405551E+002
526	4.36077502E+002
527	4.11375644E+002
528	4.08993618E+002
529	4.19984056E+002
530	3.91503294E+002
531	4.32281956E+002
532	4.16149650E+002
533	3.95318581E+002
534	4.18350848E+002
535	4.28594312E+002
536	4.37253324E+002
537	4.57898017E+002
538	4.35500159E+002
539	4.20608210E+002
540	4.40722260E+002
541	4.50272695E+002
542	4.56114879E+002
543	4.58833386E+002
544	4.80758899E+002
545	4.69418052E+002
546	4.78473506E+002
547	4.72375216E+002
548	4.60290038E+002
549	4.79027158E+002
550	4.59024589E+002
551	4.47080668E+002
552	4.43789859E+002
553	4.22898155E+002
554	4.54224097E+002
555	4.65254497E+002
556	4.48793752E+002
557	4.19340478E+002
558	4.89561849E+002
559	4.98729079E+002
560	4.91559978E+002
561	4.72071780E+002
562	5.02159066E+002
563	4.90901840E+002
564	4.98094275E+002
565	4.92033694E+002
566	4.80274988E+002
567	4.77627118E+002
568	4.98215406E+002
569	5.04556714E+002
570	4.98120795E+002
571	4.81899831E+002
572	5.00888390E+002
573	4.91352941E+002
574	4.79872936E+002
575	4.74017824E+002
576	4.69136310E+002
577	4.71629419E+002
578	4.83174408E+002
579	4.83426681E+002
580	5.07059503E+002
581	5.04701565E+002
582	5.41491481E+002
583	5.05157906E+002
584	5.10212726E+002
585	5.24965995E+002
586	5.12924151E+002
587	5.18282184E+002
588	5.06599652E+002
589	5.22420913E+002
590	5.38140861E+002
591	5.43463899E+002
592	5.58054374E+002
593	5.57477926E+002
594	5.33476049E+002
595	5.51619047E+002
596	5.88525054E+002
597	5.58838578E+002
598	5.49453298E+002
599	5.67865157E+002
600	5.73631671E+002
601	5.92901598E+002
602	5.99755310E+002
603	6.54802323E+002
604	6.73060218E+002
605	6.52767285E+002
606	6.62532611E+002
607	6.51847792E+002
608	6.32423246E+002
609	6.12547632E+002
610	6.17950651E+002
611	6.12033016E+002
612	6.30753678E+002
613	6.53147071E+002
614	6.45833218E+002
615	6.12113653E+002
616	6.04436353E+002
617	6.38506964E+002
618	6.70377581E+002
619	6.62587777E+002
620	6.47485937E+002
621	6.61794002E+002
622	6.76872724E+002
623	7.33235073E+002
624	7.12069301E+002
625	6.88372644E+002
626	6.84124206E+002
627	6.54387298E+002
628	6.30847519E+002
629	6.74696568E+002
630	6.17061950E+002
631	6.67621342E+002
632	6.72821160E+002
633	7.13110535E+002
634	7.06679516E+002
635	6.93832512E+002
636	7.03688110E+002
637	7.44695852E+002
638	7.50014074E+002
639	7.56667867E+002
640	7.70845389E+002
641	7.54609901E+002
642	7.82768881E+002
643	7.42792381E+002
644	7.68903159E+002
645	7.74321182E+002
646	7.76810187E+002
647	7.50544813E+002
648	7.73006999E+002
649	7.71612543E+002
650	7.57110863E+002
651	8.18742626E+002
652	7.98980716E+002
653	8.16111480E+002
654	7.72995866E+002
655	7.53251836E+002
656	7.65572828E+002
657	7.17166765E+002
658	7.57264645E+002
659	7.73737481E+002
660	7.36636446E+002
661	7.29847399E+002
662	7.59129340E+002
663	8.05078295E+002
664	8.10344655E+002
665	7.96479124E+002
666	8.03331389E+002
667	7.64658791E+002
668	7.58843961E+002
669	7.39767832E+002
670	7.41830445E+002
671	7.49434009E+002
672	7.29804952E+002
673	7.29249267E+002
674	7.24146402E+002
675	7.28942311E+002
676	7.25329589E+002
677	7.23998877E+002
678	7.29871559E+002
679	7.03533357E+002
680	6.91647480E+002
681	7.13262529E+002
682	7.03652032E+002
683	6.93647773E+002
684	6.92860571E+002
685	6.90155509E+002
686	7.21459804E+002
687	6.62219502E+002
688	6.80255051E+002
689	6.88449450E+002
690	6.95261289E+002
691	6.82276846E+002
692	6.61192089E+002
693	6.94286924E+002
694	6.91942047E+002
695	6.74924077E+002
696	6.78180454E+002
697	6.84044767E+002
698	6.80557486E+002
699	7.32347124E+002
700	7.29079493E+002
701	7.06952421E+002
702	6.20453025E+002
703	6.75245406E+002
704	6.54969076E+002
705	6.89931413E+002
706	6.51190712E+002
707	6.25455761E+002
708	6.18926052E+002
709	6.40416199E+002
710	6.33859495E+002
711	6.18121434E+002
712	6.35810496E+002
713	6.39887020E+002
714	5.93952347E+002
715	5.99464883E+002
716	6.15911797E+002
717	6.04130695E+002
718	5.89454274E+002
719	6.31886081E+002
720	6.38866559E+002
721	6.70823909E+002
722	6.86182938E+002
723	6.18885193E+002
724	6.35669601E+002
725	6.64451200E+002
726	6.35751148E+002
727	6.42508669E+002
728	6.61651055E+002
729	6.80788270E+002
730	6.86931179E+002
731	6.64124703E+002
732	6.29876175E+002
733	6.65742583E+002
734	6.13784748E+002
735	6.09075831E+002
736	6.01324057E+002
737	5.84846643E+002
738	5.82928719E+002
739	5.85507564E+002
740	5.75775996E+002
741	5.72959365E+002
742	5.83788964E+002
743	5.93218430E+002
744	5.88991705E+002
745	5.86816091E+002
746	5.78940657E+002
747	5.77445842E+002
748	5.96926076E+002
749	5.80584215E+002
750	5.84217882E+002
751	5.73299536E+002
752	5.79572629E+002
753	5.71469435E+002
754	5.65369298E+002
755	5.57320841E+002
756	5.48011802E+002
757	5.75645199E+002
758	5.68358112E+002
759	5.59543754E+002
760	5.51892613E+002
761	5.64749004E+002
762	5.92670946E+002
763	5.73531197E+002
764	5.90805996E+002
765	5.84025910E+002
766	6.03725731E+002
767	6.14836092E+002
768	5.99241807E+002
769	6.61982945E+002
770	6.07177759E+002
771	6.08702148E+002
772	5.68066557E+002
773	5.36127470E+002
774	5.65302573E+002
775	5.91366832E+002
776	5.77767977E+002
777	5.82869332E+002
778	5.94160189E+002
779	5.87728832E+002
780	5.86383516E+002
781	5.84187753E+002
782	5.78868440E+002
783	6.11792928E+002
784	6.07782063E+002
785	6.39159100E+002
786	6.28672986E+002
787	6.22497465E+002
788	5.94743786E+002
789	6.02398010E+002
790	6.10095553E+002
791	6.41114410E+002
792	6.41672023E+002
793	6.22029997E+002
794	5.78347431E+002
795	5.69396790E+002
796	5.68775872E+002
797	5.97504516E+002
798	5.66304818E+002
799	5.82886711E+002
800	5.93768832E+002
801	5.91763083E+002
802	6.35801698E+002
803	6.31958155E+002
804	6.03987857E+002
805	5.99388185E+002
806	6.13678255E+002
807	6.16119095E+002
808	6.54029410E+002
809	6.27096606E+002
810	6.44280169E+002
811	6.03165410E+002
812	6.50503460E+002
813	6.51622592E+002
814	6.27508525E+002
815	6.17079852E+002
816	5.94286259E+002
817	5.59658286E+002
818	5.93733478E+002
819	5.41681426E+002
820	4.97462266E+002
821	5.45128226E+002
822	5.32545317E+002
823	5.25336036E+002
824	5.03018388E+002
825	5.06201105E+002
826	5.27959360E+002
827	5.05128146E+002
828	5.39446854E+002
829	5.39900432E+002
830	5.21204680E+002
831	5.22515186E+002
832	5.08018214E+002
833	5.51029991E+002
834	5.62523141E+002
835	5.72130651E+002
836	5.68802830E+002
837	5.55889659E+002
838	5.84382323E+002
839	5.94176479E+002
840	5.91418432E+002
841	6.12006801E+002
842	5.95440729E+002
843	5.89429311E+002
844	6.00908270E+002
845	6.02080558E+002
846	5.96174951E+002
847	5.77816505E+002
848	5.77333247E+002
849	5.67021282E+002
850	5.88116611E+002
851	6.03255871E+002
852	6.05200694E+002
853	5.75525686E+002
854	5.81050191E+002
855	5.36269924E+002
856	5.65215073E+002
857	5.65077589E+002
858	5.64216166E+002
859	5.96628551E+002
860	5.51569851E+002
861	5.57759897E+002
862	5.66994429E+002
863	5.95963724E+002
864	6.40887218E+002
865	6.13750061E+002
866	6.06862939E+002
867	5.93113394E+002
868	5.89003318E+002
869	5.99781235E+002
870	6.11269137E+002
871	6.05992009E+002
872	5.75729724E+002
873	5.92062056E+002
874	5.98742092E+002
875	5.78939581E+002
876	5.89507844E+002
877	5.50429301E+002
878	5.95775595E+002
879	5.89514553E+002
880	5.67179925E+002
881	5.75527090E+002
882	5.98148243E+002
883	6.00173163E+002
884	6.15855778E+002
885	6.12176387E+002
886	5.83887824E+002
887	5.86670294E+002
888	5.68204145E+002
889	5.59377305E+002
890	5.51619339E+002
891	5.50421794E+002
892	5.84321143E+002
893	5.80268449E+002
894	5.72625031E+002
895	5.45464316E+002
896	5.49865857E+002
897	5.33750104E+002
898	5.57334247E+002
899	5.53322433E+002
900	5.61270642E+002
901	5.56120367E+002
902	5.71090946E+002
903	5.46889292E+002
904	5.55520191E+002
905	5.31795869E+002
906	5.22259726E+002
907	5.60712906E+002
908	5.63299086E+002
909	5.88437403E+002
910	5.79134362E+002
911	5.97755197E+002
912	5.32762144E+002
913	5.20014948E+002
914	5.26044936E+002
915	5.14953649E+002
916	5.54804370E+002
917	5.19279936E+002
918	5.44026693E+002
919	5.02079182E+002
920	5.69248313E+002
921	5.16206050E+002
922	5.34148416E+002
923	5.08199926E+002
924	5.47899433E+002
925	5.39960839E+002
926	5.69474411E+002
927	5.66151609E+002
928	5.40651537E+002
929	5.46837909E+002
930	5.64046233E+002
931	5.66425835E+002
932	5.55069747E+002
933	5.52980178E+002
934	5.50933725E+002
935	5.40659776E+002
936	5.11461534E+002
937	4.96851753E+002
938	5.17246265E+002
939	5.16167188E+002
940	5.20305143E+002
941	5.40934594E+002
942	5.31048123E+002
943	5.34712531E+002
944	5.49848310E+002
945	5.49198457E+002
946	5.42028132E+002
947	5.34073211E+002
948	5.42190943E+002
949	5.61917368E+002
950	5.58702362E+002
951	5.65594684E+002
952	5.54594069E+002
953	5.59909131E+002
954	5.36620584E+002
955	5.41387287E+002
956	5.11715480E+002
957	5.06818034E+002
958	5.06676951E+002
959	5.16909577E+002
960	5.37549328E+002
961	5.16417985E+002
962	5.16204539E+002
963	5.19756833E+002
964	5.34723524E+002
965	5.51933154E+002
966	5.55332250E+002
967	5.77596801E+002
968	5.58729660E+002
969	5.85038759E+002
970	6.03592000E+002
971	6.09585675E+002
972	5.93118752E+002
973	5.71336432E+002
974	5.61721710E+002
975	5.49714591E+002
976	5.68642830E+002
977	5.85272048E+002
978	5.79418902E+002
979	5.94575813E+002
980	5.37277113E+002
981	5.21882873E+002
982	5.31424136E+002
983	5.45789940E+002
984	5.82633398E+002
985	5.79355229E+002
986	5.78458668E+002
987	5.78718340E+002
988	5.79678062E+002
989	5.94873448E+002
990	6.37282441E+002
991	6.06957401E+002
992	5.84173355E+002
993	6.10030585E+002
994	6.14726559E+002
995	6.42635122E+002
996	6.62971728E+002
997	6.37000066E+002
998	6.78063590E+002
999	6.68131531E+002
1000	6.87936025E+002
1001	6.97925240E+002
1002	7.09093219E+002
1003	6.52543102E+002
1004	6.75663189E+002
1005	6.66876416E+002
1006	6.55110672E+002
1007	6.44362200E+002
1008	6.59823307E+002
1009	6.24994761E+002
1010	6.22012239E+002
1011	6.30478950E+002
1012	6.70197733E+002
1013	6.43163630E+002
1014	6.46230958E+002
1015	6.70336369E+002
1016	6.37546387E+002
1017	6.52481152E+002
1018	6.05304870E+002
1019	6.43711104E+002
1020	6.17519243E+002
1021	6.42975335E+002
1022	6.61354127E+002
1023	6.79164096E+002
1024	6.54729064E+002
1025	7.07071304E+002
1026	6.76425591E+002
1027	6.64390622E+002
1028	6.51886699E+002
1029	6.73946435E+002
1030	6.59186440E+002
1031	6.29712842E+002
1032	6.25973237E+002
1033	6.64513157E+002
1034	7.02392205E+002
1035	6.52246658E+002
1036	7.22386539E+002
1037	6.84183760E+002
1038	6.45497822E+002
1039	6.64731779E+002
1040	6.65866175E+002
1041	6.23172529E+002
1042	5.93232711E+002
1043	6.01774376E+002
1044	6.02595125E+002
1045	5.63376603E+002
1046	6.22364827E+002
1047	5.91235746E+002
1048	6.00896766E+002
1049	6.69495207E+002
1050	6.30374751E+002
1051	6.08667235E+002
1052	6.09911792E+002
1053	6.06781610E+002
1054	6.06191208E+002
1055	6.39271828E+002
1056	6.36538180E+002
1057	6.36023032E+002
1058	6.52311808E+002
1059	6.81408764E+002
1060	6.97493500E+002
1061	6.96256340E+002
1062	6.85486725E+002
1063	6.83185753E+002
1064	7.10179885E+002
1065	7.20251117E+002
1066	7.04932873E+002
1067	6.55748443E+002
1068	7.04102181E+002
1069	7.10303790E+002
1070	7.16996767E+002
1071	6.86590200E+002
1072	6.47565215E+002
1073	6.36174553E+002
1074	6.45608726E+002
1075	6.59688423E+002
1076	6.95075165E+002
1077	6.86533579E+002
1078	6.96810173E+002
1079	7.39148891E+002
1080	7.35017706E+002
1081	7.38781256E+002
1082	6.78974046E+002
1083	6.79209459E+002
1084	6.90971423E+002
1085	6.63656014E+002
1086	6.49951859E+002
1087	6.47432933E+002
1088	6.80775617E+002
1089	7.07489771E+002
1090	6.87925243E+002
1091	7.15635464E+002
1092	7.32557749E+002
1093	7.36869281E+002
1094	7.32297351E+002
1095	7.18635426E+002
1096	7.18774079E+002
1097	6.99338278E+002
1098	7.45745167E+002
1099	7.35979242E+002
1100	7.50652392E+002
1101	7.40243617E+002
1102	7.34611465E+002
1103	7.51382029E+002
1104	7.59502160E+002
1105	7.66787719E+002
1106	7.62943344E+002
1107	7.59201447E+002
1108	7.60787191E+002
1109	7.51630453E+002
1110	7.42536912E+002
1111	7.59915318E+002
1112	7.41248747E+002
1113	7.51540839E+002
1114	8.11243569E+002
1115	8.25389523E+002
1116	8.14681363E+002
1117	8.31138255E+002
1118	8.26896828E+002
1119	8.11804353E+002
1120	8.63832750E+002
1121	8.31586777E+002
1122	8.63993197E+002
1123	8.63648803E+002
1124	8.45190170E+002
1125	8.76069235E+002
1126	8.74471427E+002
1127	8.72794262E+002
1128	8.87221040E+002
1129	8.68526285E+002
1130	8.63365235E+002
1131	8.66972360E+002
1132	8.84317447E+002
1133	8.95417835E+002
1134	9.04362694E+002
1135	9.02060508E+002
1136	8.95804978E+002
1137	9.07844862E+002
1138	8.95439023E+002
1139	8.88531271E+002
1140	8.93644232E+002
1141	8.50995351E+002
1142	8.56800770E+002
1143	8.13840626E+002
1144	8.17743929E+002
1145	8.11558972E+002
1146	8.00822455E+002
1147	7.85905781E+002
1148	8.24889008E+002
1149	8.09592336E+002
1150	8.53562649E+002
1151	8.45080216E+002
1152	8.53260041E+002
1153	8.52148327E+002
1154	8.78715821E+002
1155	8.56656811E+002
1156	8.79347898E+002
1157	8.66266230E+002
1158	8.59268847E+002
1159	8.34752168E+002
1160	7.87426911E+002
1161	7.74511727E+002
1162	7.71043377E+002
1163	8.06785610E+002
1164	7.81297259E+002
1165	8.30393784E+002
1166	7.78754309E+002
1167	7.81732768E+002
1168	7.59099175E+002
1169	7.71299419E+002
1170	7.39198886E+002
1171	7.31830738E+002
1172	7.32637502E+002
1173	7.06953721E+002
1174	7.12744143E+002
1175	7.06103603E+002
1176	7.20054961E+002
1177	7.18301956E+002
1178	7.11493442E+002
1179	7.04560889E+002
1180	6.74611896E+002
1181	6.46782261E+002
1182	6.59703884E+002
1183	6.86571619E+002
1184	6.78256388E+002
1185	6.81638401E+002
1186	6.85394038E+002
1187	6.92532708E+002
1188	6.70574821E+002
1189	7.56138852E+002
1190	7.52636646E+002
1191	7.45966712E+002
1192	7.55178001E+002
1193	7.58991836E+002
1194	7.59456352E+002
1195	7.02563840E+002
1196	7.19415607E+002
1197	7.49858823E+002
1198	7.54280933E+002
1199	7.42125358E+002
1200	7.02668140E+002
1201	7.06966961E+002
1202	7.18595168E+002
1203	7.38794289E+002
1204	7.28880956E+002
1205	7.90197287E+002
1206	7.65961909E+002
1207	7.76182910E+002
1208	7.92759330E+002
1209	7.72464567E+002
1210	7.81999949E+002
1211	8.07324124E+002
1212	7.92965105E+002
1213	8.49489287E+002
1214	8.71604591E+002
1215	8.55173814E+002
1216	8.55896028E+002
1217	8.68409807E+002
1218	8.96159783E+002
1219	9.03395857E+002
1220	9.36469487E+002
1221	9.14215793E+002
1222	9.08420611E+002
1223	8.77704975E+002
1224	8.66977315E+002
1225	8.38619075E+002
1226	8.31194284E+002
1227	8.36981165E+002
1228	8.41794965E+002
1229	8.73157335E+002
1230	8.89250041E+002
1231	8.91267730E+002
1232	8.80075668E+002
1233	8.47846250E+002
1234	8.50899348E+002
1235	8.75792081E+002
1236	8.71845668E+002
1237	8.73577213E+002
1238	8.82975852E+002
1239	8.70735887E+002
1240	8.29047635E+002
1241	8.65072992E+002
1242	9.06737460E+002
1243	8.90566082E+002
1244	8.63510007E+002
1245	9.06655481E+002
1246	8.89705775E+002
1247	9.05505845E+002
1248	9.01804422E+002
