sweep	gR
98	4.23031341E-001
99	4.02128580E-001
100	3.70441108E-001
101	4.52330182E-001
102	4.58416892E-001
103	4.15897160E-001
104	3.26420709E-001
105	3.12577052E-001
106	3.76819329E-001
107	3.93584082E-001
108	3.96080168E-001
109	3.72648318E-001
110	3.97538955E-001
111	3.11988553E-001
112	4.69937998E-001
113	3.65724085E-001
114	3.89115054E-001
115	2.03413636E-001
116	1.40659957E-001
117	2.47174530E-001
118	3.70728589E-001
119	2.83452553E-001
120	2.95012882E-001
121	2.80241763E-001
122	3.52833528E-001
123	4.14714878E-001
124	4.10942930E-001
125	4.08830244E-001
126	4.04803074E-001
127	3.76850066E-001
128	4.36542943E-001
129	4.39848577E-001
130	3.19484697E-001
131	2.78532414E-001
132	3.17498755E-001
133	2.58961604E-001
134	1.75571301E-001
135	1.97598828E-001
136	2.17922131E-001
137	1.57073990E-001
138	1.51990916E-001
139	2.48815965E-001
140	1.35452884E-001
141	1.06815563E-001
142	1.25522063E-001
143	1.10786451E-001
144	1.80265293E-001
145	1.82254378E-001
146	9.96347670E-002
147	2.13179369E-001
148	1.52941398E-001
149	1.92409568E-001
150	2.08164371E-001
151	2.63539996E-001
152	3.44333223E-001
153	3.49598125E-001
154	2.62681898E-001
155	2.93137368E-001
156	2.93261973E-001
157	2.52050576E-001
158	2.87941006E-001
159	2.62200861E-001
160	3.24311292E-001
161	2.74381921E-001
162	1.87418782E-001
163	1.41151751E-001
164	2.42249642E-001
165	1.67619272E-001
166	2.18249559E-001
167	2.44621035E-001
168	2.27873400E-001
169	1.73986168E-001
170	1.78255474E-001
171	1.45402683E-001
172	1.88368019E-001
173	2.86743620E-001
174	2.32922630E-001
175	2.19672378E-001
176	2.01387003E-001
177	1.67234835E-001
178	1.83260690E-001
179	3.67866953E-001
180	3.49704034E-001
181	3.31677811E-001
182	3.31502347E-001
183	2.63092920E-001
184	3.37739706E-001
185	3.21151390E-001
186	3.44515117E-001
187	3.14328477E-001
188	2.77086105E-001
189	3.05120155E-001
190	3.58654487E-001
191	3.81818269E-001
192	3.60622941E-001
193	3.61301318E-001
194	4.31793658E-001
195	2.93796242E-001
196	3.64109603E-001
197	2.91005857E-001
198	3.21933717E-001
199	3.48015037E-001
200	3.08786642E-001
201	2.19795556E-001
202	2.61858877E-001
203	1.88096272E-001
204	2.24289044E-001
205	1.91701434E-001
206	3.00313677E-001
207	2.74953809E-001
208	3.38903331E-001
209	4.06804829E-001
210	2.70874369E-001
211	3.26233913E-001
212	2.55071858E-001
213	2.15368012E-001
214	2.16917540E-001
215	2.25879024E-001
216	2.94327483E-001
217	2.92618583E-001
218	2.34431396E-001
219	3.45063105E-001
220	3.76476903E-001
221	3.55176593E-001
222	4.30551129E-001
223	4.83454727E-001
224	4.63800998E-001
225	4.11735694E-001
226	3.90078305E-001
227	2.90868922E-001
228	2.67355859E-001
229	2.31860396E-001
230	2.94060552E-001
231	2.84470140E-001
232	1.66439783E-001
233	1.50332911E-001
234	4.11793511E-001
235	3.06989338E-001
236	2.74393158E-001
237	4.15981369E-001
238	4.25018235E-001
239	3.62162971E-001
240	3.62845830E-001
241	3.94435878E-001
242	4.07731302E-001
243	3.93468824E-001
244	2.28863117E-001
245	1.33391661E-001
246	2.34564630E-001
247	2.52321790E-001
248	2.66919071E-001
249	2.67767197E-001
250	4.20099080E-001
251	4.14255230E-001
252	3.24870482E-001
253	4.20163735E-001
254	4.94002924E-001
255	4.11434189E-001
256	4.28572970E-001
257	4.03257093E-001
258	3.10113889E-001
259	4.39920976E-001
260	5.46097556E-001
261	5.05488732E-001
262	5.16305232E-001
263	5.07125999E-001
264	4.37396838E-001
265	3.63287110E-001
266	4.91698314E-001
267	4.41386859E-001
268	4.35634754E-001
269	4.79462167E-001
270	3.89611961E-001
271	3.52455020E-001
272	4.87856482E-001
273	5.05014683E-001
274	5.80077838E-001
275	4.50811318E-001
276	4.82114093E-001
277	5.03015501E-001
278	3.95388811E-001
279	3.60239940E-001
280	2.68567824E-001
281	2.38829898E-001
282	2.63938056E-001
283	4.77674180E-001
284	3.44074094E-001
285	2.82276217E-001
286	3.38913220E-001
287	4.35969075E-001
288	3.39811420E-001
289	2.71396631E-001
290	3.33238196E-001
291	2.17616811E-001
292	2.88958451E-001
293	2.44878783E-001
294	2.30936030E-001
295	1.47401505E-001
296	2.93893677E-001
297	1.87833549E-001
298	1.92364374E-001
299	2.35083021E-001
300	2.41406447E-001
301	3.72465518E-001
302	3.78299522E-001
303	4.51998017E-001
304	2.43171603E-001
305	2.92670804E-001
306	3.48193116E-001
307	2.27617071E-001
308	3.56990895E-001
309	4.43874018E-001
310	4.56044786E-001
311	4.01209692E-001
312	5.12093725E-001
313	4.66099280E-001
314	4.43775940E-001
315	4.33281402E-001
316	4.85849315E-001
317	5.51850247E-001
318	4.48731275E-001
319	4.48293279E-001
320	3.03880830E-001
321	2.97037916E-001
322	3.18925218E-001
323	3.49726640E-001
324	3.11233894E-001
325	3.39251342E-001
326	2.44672878E-001
327	2.64650384E-001
328	3.17820813E-001
329	2.06542799E-001
330	3.64050024E-001
331	2.82755780E-001
332	3.23922790E-001
333	3.41139686E-001
334	2.61991677E-001
335	2.77949356E-001
336	2.18614435E-001
337	2.36074239E-001
338	5.44592832E-002
339	1.11001850E-001
340	8.98970619E-002
341	9.05752094E-002
342	7.05307506E-002
343	1.98225461E-001
344	4.45935941E-001
345	2.77529769E-001
346	3.00087396E-001
347	3.04361884E-001
348	3.49633044E-001
349	3.53265776E-001
350	3.76112464E-001
351	2.79461984E-001
352	2.06868141E-001
353	2.04999469E-001
354	2.97712555E-001
355	2.79975670E-001
356	3.15725827E-001
357	3.06627023E-001
358	3.43036174E-001
359	2.08905840E-001
360	3.62549104E-001
361	3.31680103E-001
362	2.14785511E-001
363	1.15527292E-001
364	4.08029358E-002
365	1.77035737E-001
366	2.41314274E-001
367	2.93520372E-001
368	2.46703994E-001
369	2.34208050E-001
370	2.89372813E-001
371	2.24707233E-001
372	2.53648725E-001
373	3.40687170E-001
374	4.67442369E-001
375	4.11166413E-001
376	3.21451497E-001
377	3.09464800E-001
378	3.24619837E-001
379	3.32307828E-001
380	3.02673065E-001
381	3.23475816E-001
382	3.33315366E-001
383	3.31998449E-001
384	3.03597257E-001
385	3.01522517E-001
386	3.83622049E-001
387	3.38763818E-001
388	4.02805336E-001
389	4.23755278E-001
390	4.86236557E-001
391	3.81234928E-001
392	3.77912050E-001
393	3.82632591E-001
394	2.82388444E-001
395	2.95403947E-001
396	3.33971819E-001
397	3.63172439E-001
398	5.04423161E-001
399	3.34508322E-001
400	2.88892232E-001
401	2.28837681E-001
402	1.16231616E-001
403	2.27866008E-001
404	2.65189585E-001
405	3.22392013E-001
406	2.62724351E-001
407	1.87851618E-001
408	2.02460538E-001
409	2.42351931E-001
410	3.13622692E-001
411	2.65457078E-001
412	3.83082592E-001
413	2.13718736E-001
414	2.00686931E-001
415	1.76324861E-001
416	2.27901633E-001
417	3.19511081E-001
418	3.89483254E-001
419	3.46563494E-001
420	3.80189587E-001
421	3.52201718E-001
422	3.84481483E-001
423	4.56884552E-001
424	3.84687783E-001
425	3.25676035E-001
426	3.61148566E-001
427	4.79698118E-001
428	4.03257218E-001
429	3.95151470E-001
430	3.26340817E-001
431	3.38920682E-001
432	3.05288273E-001
433	2.77285478E-001
434	2.99163133E-001
435	2.85675623E-001
436	2.34894272E-001
437	2.03585647E-001
438	2.30118949E-001
439	1.69332786E-001
440	1.78951471E-001
441	2.06143617E-001
442	1.42053159E-001
443	2.15729698E-001
444	2.33074781E-001
445	2.42761329E-002
446	1.05185246E-001
447	7.86750743E-002
448	4.75440126E-002
449	1.42050596E-001
450	1.27489798E-001
451	2.49837282E-001
452	2.61314709E-001
453	2.40633244E-001
454	2.08810929E-001
455	2.00408117E-001
456	2.74783329E-001
457	2.12600271E-001
458	2.80578385E-001
459	3.01970620E-001
460	2.51088790E-001
461	2.67367963E-001
462	2.85663583E-001
463	3.35387012E-001
464	3.77951209E-001
465	3.56229281E-001
466	3.02085636E-001
467	2.32956517E-001
468	2.58066649E-001
469	2.61310413E-001
470	3.61717893E-001
471	4.61964037E-001
472	3.56021813E-001
473	3.55671806E-001
474	3.91540006E-001
475	4.18992801E-001
476	4.26791056E-001
477	3.52999602E-001
478	2.78197713E-001
479	1.77504118E-001
480	1.44789660E-001
481	2.22205696E-001
482	2.22657335E-001
483	2.31161917E-001
484	2.83119246E-001
485	2.83162551E-001
486	2.81808830E-001
487	3.44330144E-001
488	1.96252204E-001
489	2.73650659E-001
490	3.98873185E-001
491	4.08980881E-001
492	4.06384356E-001
493	5.17970500E-001
494	5.43991718E-001
495	5.45520095E-001
496	5.23709120E-001
497	4.84684606E-001
498	4.79183695E-001
499	5.29280210E-001
500	5.35333906E-001
501	4.55978379E-001
502	3.39029828E-001
503	3.47120196E-001
504	3.63412879E-001
505	3.14506459E-001
506	4.31462611E-001
507	4.25861632E-001
508	4.18437601E-001
509	4.10269800E-001
510	2.52074544E-001
511	3.67405289E-001
512	1.77632371E-001
513	1.70766571E-001
514	2.26239514E-001
515	1.55784663E-001
516	1.51377389E-001
517	1.05702496E-001
518	1.47038787E-001
519	1.69749709E-001
520	8.53480605E-002
521	9.98163527E-002
522	1.22270136E-001
523	1.73045163E-001
524	1.91830577E-001
525	1.81827307E-001
526	1.57424920E-001
527	1.28120399E-001
528	2.31383508E-001
529	7.26918549E-002
530	1.17426471E-001
531	1.48253411E-001
532	1.41663736E-001
533	1.72117240E-002
534	1.04007351E-001
535	1.35105017E-001
536	5.15424021E-002
537	5.18822018E-002
538	6.32678815E-002
539	-1.88102621E-002
540	6.73493514E-002
541	1.99896232E-001
542	1.22833926E-001
543	8.71833630E-002
544	1.59172895E-001
545	1.92884375E-001
546	1.27551788E-001
547	1.55610749E-001
548	1.49973696E-001
549	2.44962140E-001
550	2.09203969E-001
551	3.84515257E-001
552	2.83899209E-001
553	3.39683871E-001
554	3.95001172E-001
555	3.96470769E-001
556	3.79496790E-001
557	3.41382204E-001
558	3.70299370E-001
559	3.53801290E-001
560	3.88175019E-001
561	3.00675232E-001
562	4.96059563E-001
563	4.56004103E-001
564	4.05930696E-001
565	4.99236986E-001
566	5.11082564E-001
567	5.53876011E-001
568	5.32957792E-001
569	5.05544460E-001
570	4.79589276E-001
571	5.25983647E-001
572	4.91871684E-001
573	4.56463529E-001
574	5.86007490E-001
575	5.30797415E-001
576	4.34910577E-001
577	3.91128633E-001
578	4.51603305E-001
579	4.22721735E-001
580	4.70421011E-001
581	4.21418927E-001
582	3.35940510E-001
583	3.82161779E-001
584	4.04619627E-001
585	4.12807016E-001
586	3.30753191E-001
587	3.12454441E-001
588	3.66287696E-001
589	3.86082585E-001
590	4.17450547E-001
591	3.89118189E-001
592	3.31680731E-001
593	3.87542198E-001
594	2.98575897E-001
595	2.49536015E-001
596	2.12426226E-001
597	1.36576130E-001
598	2.61325180E-001
599	2.59355720E-001
600	1.56544952E-001
601	2.45744211E-001
602	1.99528236E-001
603	1.57666664E-001
604	2.06488495E-001
605	1.80693114E-001
606	2.70606594E-001
607	1.01989202E-001
608	1.35758108E-001
609	1.77655426E-001
610	2.85757818E-001
611	2.64363494E-001
612	4.41513048E-001
613	3.52808002E-001
614	2.82636288E-001
615	2.73088635E-001
616	2.95820643E-001
617	2.31155489E-001
618	1.84111335E-001
619	2.00572650E-001
620	1.86707163E-001
621	1.72217368E-001
622	2.87942122E-001
623	2.79020167E-001
624	3.34300694E-001
625	3.09160500E-001
626	2.23742405E-001
627	3.13877750E-001
628	2.06620961E-001
629	3.10235343E-001
630	2.70853407E-001
631	2.57204327E-001
632	2.58756284E-001
633	2.10804494E-001
634	2.12059122E-001
635	2.05968647E-001
636	1.70613541E-001
637	1.87984553E-001
638	2.54703312E-001
639	2.46348162E-001
640	3.00073544E-001
641	2.94630726E-001
642	2.84402984E-001
643	3.20365663E-001
644	2.26726669E-001
645	3.26146416E-001
646	3.00762577E-001
647	1.05427608E-001
648	9.71077101E-002
649	2.18715415E-001
650	1.00294827E-001
651	1.59737975E-001
652	2.12111234E-001
653	2.90550176E-001
654	1.31450773E-001
655	3.38041304E-002
656	6.87827085E-002
657	1.94269332E-002
658	5.17078530E-002
659	4.35008783E-002
660	7.13604182E-002
661	3.83524906E-002
662	3.59124779E-002
663	-3.13041068E-002
664	4.56612231E-002
665	3.30912566E-002
666	6.59418947E-002
667	3.95648731E-002
668	4.76189246E-002
669	2.90579247E-002
670	6.85402162E-002
671	7.72647867E-002
672	8.13302351E-002
673	1.17972147E-001
674	1.13290081E-001
675	1.14598581E-001
676	7.92018455E-002
677	7.69304661E-002
678	1.26872481E-001
679	1.77333836E-001
680	1.41090125E-001
681	1.66419067E-001
682	1.26625649E-001
683	1.05338824E-001
684	1.49514204E-001
685	9.07187857E-003
686	4.23599887E-002
687	1.48372991E-001
688	-6.32401505E-002
689	-2.20154878E-002
690	-9.61366231E-002
691	-7.93190181E-002
692	-6.61445126E-003
693	-4.64372553E-002
694	-1.29196133E-001
695	-1.57737459E-001
696	-1.64317079E-001
697	-1.68125079E-001
698	-1.01531573E-001
699	-1.54998305E-001
700	-1.29808351E-001
701	-7.75629046E-002
702	-2.43152148E-002
703	2.27395879E-002
704	-7.86128979E-002
705	-7.03806990E-002
706	-3.68226802E-002
707	-6.12757940E-003
708	-1.86440787E-002
709	7.89202716E-002
710	-2.17292067E-002
711	-9.15347444E-003
712	8.44393218E-002
713	7.01836009E-002
714	1.06038326E-001
715	4.86897048E-002
716	1.46677924E-001
717	1.86101130E-001
718	1.23892468E-001
719	-1.62852027E-002
720	1.33781048E-002
721	-3.80024009E-002
722	6.53008641E-002
723	1.06124446E-001
724	6.31226305E-002
725	6.64719438E-002
726	3.72549138E-002
727	-3.07275813E-002
728	-1.32720446E-001
729	-5.70726998E-002
730	1.20715005E-002
731	-5.20342818E-002
732	-1.26026044E-001
733	3.65116792E-002
734	1.62913401E-002
735	1.31141768E-001
736	-1.11292669E-002
737	-4.42148829E-003
738	-2.10828871E-002
739	-5.63999977E-002
740	-6.16701658E-002
741	-1.01537811E-001
742	-1.80527428E-001
743	-8.57593188E-002
744	1.15172365E-001
745	1.35700173E-001
746	-2.11117505E-002
747	1.69281574E-001
748	4.52132737E-002
749	4.75324147E-002
750	-2.36682568E-002
751	5.63023611E-002
752	3.70916708E-002
753	5.13619837E-002
754	4.09090974E-002
755	1.05449658E-001
756	8.74108321E-002
757	1.20002328E-001
758	3.29128061E-002
759	1.62888004E-001
760	1.18720859E-001
761	7.63424204E-002
762	1.32669590E-001
763	1.41994054E-002
764	-1.55068913E-002
765	8.80310792E-002
766	5.56924650E-002
767	-1.36818669E-002
768	-1.47761614E-002
769	-1.54099054E-002
770	-5.44511087E-002
771	1.01742951E-002
772	2.17721708E-002
773	-7.44299631E-002
774	-1.03066719E-001
775	5.42377406E-002
776	1.88059295E-002
777	-2.29842119E-002
778	-1.08505799E-002
779	-3.19599109E-002
780	-4.21962529E-002
781	8.67665418E-002
782	6.80694752E-002
783	-9.83827228E-002
784	-1.17922406E-001
785	-3.24417585E-003
786	-2.62926171E-002
787	-1.76176363E-002
788	8.94455489E-002
789	6.37351670E-002
790	8.27138066E-002
791	-1.57498847E-002
792	4.28607436E-002
793	-3.13338762E-002
794	-5.78038305E-002
795	-3.67859739E-003
796	9.60023497E-002
797	-2.97276363E-002
798	-1.09600218E-002
799	-2.30313896E-003
800	-9.09834830E-002
801	-5.60867123E-002
802	-1.49149431E-001
803	-1.65530234E-002
804	2.02452398E-002
805	3.11931903E-002
806	5.73135690E-002
807	4.47419040E-002
808	7.25311323E-002
809	8.52837364E-002
810	8.66109196E-002
811	5.88309937E-002
812	2.40582933E-003
813	8.43378378E-002
814	3.20225209E-002
815	5.24298067E-002
816	-6.52481373E-002
817	4.60080853E-003
818	5.75801356E-002
819	6.76794120E-002
820	-2.87136398E-002
821	2.18239546E-002
822	-5.31758735E-002
823	9.60473646E-002
824	1.16689958E-002
825	-1.47549499E-001
826	-1.99949210E-001
827	-9.37451323E-002
828	1.93163637E-002
829	-9.22635595E-003
830	-2.24721661E-003
831	6.84038075E-002
832	1.58870477E-001
833	5.57862784E-002
834	6.38004977E-002
835	2.10259212E-002
836	-2.53464682E-002
837	-3.77773644E-002
838	9.87528967E-002
839	7.63313255E-002
840	5.25361672E-002
841	2.77989436E-002
842	5.71164826E-002
843	1.11779923E-001
844	1.39151776E-001
845	3.21603622E-001
846	9.25247028E-002
847	1.76124734E-001
848	1.58570746E-001
849	2.73912377E-001
850	2.94838574E-001
851	1.15243902E-001
852	1.18545683E-001
853	1.10123560E-002
854	5.64914881E-002
855	1.19888647E-001
856	1.02902043E-001
857	1.16098441E-001
858	1.59040465E-001
859	1.59689851E-001
860	1.90774025E-001
861	1.80796351E-001
862	9.36412436E-002
863	4.86379605E-002
864	-1.38574077E-002
865	6.66348008E-002
866	-4.58402406E-003
867	7.69915975E-003
868	-6.84660008E-003
869	3.77503113E-002
870	-7.49612618E-002
871	-8.62582691E-002
872	-1.83751466E-001
873	5.33932381E-003
874	-8.94970658E-002
875	-1.47635547E-001
876	-1.62538746E-001
877	-1.35838128E-001
878	-2.47096708E-001
879	-2.57441492E-001
880	-1.73381301E-001
881	-1.76638122E-001
882	-2.54671695E-001
883	-2.17770112E-001
884	-1.56582455E-001
885	-2.38252316E-001
886	-1.70038007E-001
887	-1.97460374E-001
888	-3.26274278E-001
889	-1.35079353E-001
890	-1.07997961E-001
891	-9.92476087E-002
892	-6.73163231E-002
893	-1.38601135E-001
894	-9.54283220E-002
895	-1.17167932E-001
896	-1.83530690E-001
897	-1.53137337E-001
898	-1.92898193E-001
899	-1.27231997E-001
900	-1.15869945E-002
901	1.02531998E-001
902	1.03242145E-002
903	5.78385575E-003
904	6.31256768E-002
905	-1.24008859E-002
906	4.12610575E-003
907	1.05416978E-001
908	7.14752471E-002
909	-2.36619726E-002
910	-7.36614184E-003
911	3.15439206E-002
912	-2.43503857E-002
913	1.69337304E-002
914	4.67992263E-002
915	4.84027595E-002
916	1.05410844E-001
917	1.03144625E-001
918	-9.55753902E-002
919	-1.03978640E-001
920	-1.35639018E-001
921	-1.62676016E-001
922	-4.82494077E-003
923	-1.48451399E-002
924	1.41716906E-001
925	1.36529723E-001
926	4.27496985E-002
927	1.53389994E-001
928	6.25920791E-002
929	7.03610265E-002
930	-3.92961418E-002
931	7.36909606E-002
932	1.03329327E-002
933	1.48634198E-001
934	1.59181124E-001
935	8.74403451E-002
936	1.08367291E-001
937	9.09459478E-002
938	4.89674393E-002
939	1.11884817E-001
940	5.54799711E-004
941	1.29266235E-002
942	5.30007971E-002
943	3.93184733E-002
944	6.64781112E-002
945	2.57636559E-001
946	3.05836721E-001
947	2.70622156E-001
948	1.58193263E-001
949	1.51003443E-001
950	1.38270002E-001
951	1.31378122E-001
952	1.20083287E-001
953	1.19450075E-001
954	1.59835602E-002
955	1.31212277E-001
956	-9.16096870E-004
957	4.31147207E-002
958	-1.16251690E-002
959	-4.66476223E-003
960	3.36740502E-002
961	1.17410828E-002
962	1.51110383E-002
963	-7.07153266E-002
964	-1.37138987E-001
965	-1.39564395E-001
966	-3.15149034E-002
967	-3.01065482E-002
968	-5.85312972E-002
969	-2.39742476E-002
970	3.98108662E-002
971	6.36466669E-002
972	1.31198105E-001
973	8.90308939E-002
974	1.77325673E-001
975	9.03859156E-002
976	2.94901312E-001
977	1.90955506E-001
978	2.08785017E-001
979	2.28143330E-001
980	1.92385783E-001
981	3.10222538E-001
982	3.57619513E-001
983	4.86287834E-001
984	4.65323330E-001
985	2.60372221E-001
986	2.78073025E-001
987	2.49036793E-001
988	2.28072926E-001
989	1.56881145E-001
990	3.71478815E-002
991	6.23265587E-002
992	4.95178937E-002
993	1.32932561E-001
994	1.17580183E-001
995	-4.72085344E-002
996	4.27482086E-002
997	6.85936056E-002
998	7.21291536E-002
999	9.31094048E-004
1000	-3.03014131E-003
1001	-2.89174939E-002
1002	8.50904673E-003
1003	9.80063783E-002
1004	9.37906740E-002
1005	4.56167761E-002
1006	9.90380762E-002
1007	1.23699877E-001
1008	2.27119044E-001
1009	2.81694847E-001
1010	2.36730864E-001
1011	1.61384017E-001
1012	1.81729769E-001
1013	1.88617987E-001
1014	2.48843834E-001
1015	1.31911499E-001
1016	1.81275127E-001
1017	2.16803247E-001
1018	2.39785459E-001
1019	1.66265083E-001
1020	2.13705626E-001
1021	1.81867842E-001
1022	1.53026267E-001
1023	2.15124524E-001
1024	2.36360052E-001
1025	2.24704588E-001
1026	2.27697226E-001
1027	2.28078879E-001
1028	2.95391994E-001
1029	2.98444611E-001
1030	3.08198807E-001
1031	3.31228755E-001
1032	3.23217072E-001
1033	3.18168279E-001
1034	3.01810885E-001
1035	3.01687697E-001
1036	1.71866804E-001
1037	1.61105153E-001
1038	2.34899278E-001
1039	1.83415335E-001
1040	1.28206989E-001
1041	1.29283203E-001
1042	1.20864968E-001
1043	1.90038444E-001
1044	1.74014813E-001
1045	2.08731229E-001
1046	2.13718435E-001
1047	1.31439230E-001
1048	2.09083955E-001
1049	1.73870364E-001
1050	1.47751664E-001
1051	5.36742947E-002
1052	2.10641889E-001
1053	2.66384532E-001
1054	1.69219443E-001
1055	9.41502296E-002
1056	-5.01467893E-002
1057	-5.19361797E-002
1058	3.31013452E-002
1059	4.36661022E-002
1060	-2.32194424E-003
1061	8.30248824E-002
1062	7.31046891E-002
1063	1.84077216E-001
1064	2.05208678E-002
1065	-1.53734732E-001
1066	-8.06815878E-002
1067	2.82665627E-002
1068	7.04241811E-002
1069	7.82861825E-002
1070	4.06512823E-002
1071	2.31643035E-001
1072	-6.36405393E-002
1073	-1.08583374E-001
1074	-8.99746027E-002
1075	6.75095053E-002
1076	1.72200318E-001
1077	1.58445272E-001
1078	6.95319128E-002
1079	1.02787547E-001
1080	8.27425036E-002
1081	4.76762522E-003
1082	7.66084049E-002
1083	4.21465016E-002
1084	9.83080272E-002
1085	-2.29834538E-002
1086	-9.08924008E-004
1087	4.11058206E-002
1088	-7.99153174E-003
1089	1.59749580E-002
1090	6.94458299E-002
1091	1.00971328E-001
1092	7.21088320E-002
1093	1.56948865E-001
1094	1.10168477E-001
1095	2.11016895E-001
1096	1.63307775E-001
1097	1.50544388E-001
1098	5.82573181E-002
1099	-2.67932526E-002
1100	-1.15172430E-001
1101	-8.13277512E-002
1102	1.40151208E-002
1103	7.02808291E-002
1104	5.55366070E-002
1105	4.24989006E-003
1106	-7.81284807E-002
1107	-1.48843201E-002
1108	8.45715568E-003
1109	9.18734638E-002
1110	2.37133113E-002
1111	4.87574188E-002
1112	-2.59196608E-002
1113	1.15563206E-001
1114	5.90262315E-002
1115	1.03969763E-001
1116	1.02606886E-001
1117	3.87461114E-002
1118	2.54653592E-002
1119	-7.88435372E-002
1120	-5.66096754E-002
1121	-1.78132287E-001
1122	-1.96477299E-001
1123	-1.44439821E-001
1124	-1.28491474E-001
1125	-1.95634604E-001
1126	-1.49671760E-001
1127	-5.83014197E-002
1128	1.19777638E-002
1129	-8.16950350E-002
1130	-3.97257541E-002
1131	-7.11468898E-002
1132	-1.27925793E-001
1133	1.43460237E-002
1134	3.47083387E-002
1135	-8.92664738E-003
1136	9.97078786E-002
1137	7.35703283E-002
1138	7.58937330E-002
1139	7.44283532E-003
1140	2.57752157E-002
1141	1.16551066E-001
1142	1.40662448E-001
1143	1.25260915E-001
1144	1.76442466E-001
1145	2.91369110E-001
1146	1.15602411E-001
1147	2.26790623E-002
1148	-3.81370898E-002
1149	3.08642369E-002
1150	-1.80232741E-002
1151	3.78663406E-003
1152	-6.00858869E-002
1153	1.84989382E-002
1154	1.65941511E-001
1155	3.34442700E-002
1156	1.60538432E-001
1157	1.17695600E-001
1158	-9.06879382E-002
1159	-7.00429391E-002
1160	-9.86314540E-002
1161	-1.06784321E-001
1162	1.37178845E-002
1163	1.86832789E-003
1164	-2.10199568E-002
1165	1.38961976E-002
1166	-1.07384450E-001
1167	-2.23152064E-002
1168	4.59716785E-002
1169	8.98685385E-002
1170	4.80143798E-003
1171	-1.16236805E-002
1172	2.80453996E-002
1173	-5.44080646E-002
1174	3.41698303E-002
1175	5.48448049E-002
1176	4.79363796E-002
1177	4.10765336E-002
1178	5.54835352E-002
1179	7.15108603E-002
1180	1.12125627E-001
1181	2.13789121E-002
1182	9.06434195E-002
1183	2.27957253E-001
1184	1.15688676E-001
1185	2.11983961E-001
1186	1.10921006E-001
1187	1.38607701E-001
1188	-7.67294591E-003
1189	3.28729774E-002
1190	-2.40726071E-002
1191	-3.69636687E-002
1192	1.25540007E-004
1193	1.24722625E-001
1194	1.05215114E-001
1195	-9.05968064E-002
1196	-8.24320944E-002
1197	-2.98108166E-002
1198	-4.50968728E-002
1199	-6.53226820E-002
1200	-2.06361164E-001
1201	-1.25154376E-001
1202	-8.41178093E-002
1203	-9.73134962E-002
1204	-7.86289627E-002
1205	-2.31411329E-001
1206	4.18200007E-002
1207	1.40806522E-001
1208	8.97520599E-002
1209	1.21304413E-001
1210	1.09899179E-001
1211	1.04387463E-001
1212	-1.66360350E-002
1213	1.16433361E-001
1214	1.41620130E-001
1215	1.60665316E-001
1216	1.23721480E-001
1217	-7.57069670E-002
1218	-1.32093393E-001
1219	-1.32151513E-001
1220	-1.63325975E-001
1221	-1.74567368E-002
1222	-8.22116512E-002
1223	2.83421334E-002
1224	9.00624923E-002
1225	4.54260398E-002
1226	1.45622438E-001
1227	1.28245508E-001
1228	8.97095243E-002
1229	4.54873509E-002
1230	6.96254353E-002
1231	1.14767470E-002
1232	-2.03038708E-002
