sweep	g_CM
585	1.88194399E+002
586	1.88674775E+002
587	1.88016069E+002
588	1.89868994E+002
589	2.03612086E+002
590	2.11948918E+002
591	1.99396270E+002
592	1.98931426E+002
593	2.09210515E+002
594	2.27409839E+002
595	2.01008823E+002
596	2.34459510E+002
597	2.09883984E+002
598	1.99867716E+002
599	1.94373261E+002
600	1.92390104E+002
601	1.80403654E+002
602	2.11030878E+002
603	2.17920459E+002
604	2.04106024E+002
605	2.01758880E+002
606	2.16780681E+002
607	1.97228295E+002
608	1.91866133E+002
609	1.93315451E+002
610	1.98671021E+002
611	2.14293770E+002
612	2.34862605E+002
613	2.25802492E+002
614	2.15896953E+002
615	2.23496618E+002
616	2.28845285E+002
617	2.04359531E+002
618	2.23376349E+002
619	2.31216223E+002
620	2.28266140E+002
621	2.16834446E+002
622	2.20553003E+002
623	2.32816748E+002
624	2.16570776E+002
625	2.31640966E+002
626	2.03049790E+002
627	2.11145897E+002
628	2.16574817E+002
629	2.30098804E+002
630	2.22875033E+002
631	2.02871647E+002
632	2.41888853E+002
633	2.28889022E+002
634	2.28932796E+002
635	2.33985725E+002
636	2.43383310E+002
637	2.55718804E+002
638	2.36906942E+002
639	2.29456145E+002
640	2.40832641E+002
641	2.29298980E+002
642	2.24120827E+002
643	2.26199063E+002
644	2.32081920E+002
645	2.23025127E+002
646	2.25160411E+002
647	2.27665444E+002
648	2.18210581E+002
649	2.21411295E+002
650	2.09046508E+002
651	2.11996215E+002
652	2.23690755E+002
653	2.25653075E+002
654	2.18053837E+002
655	2.10372607E+002
656	2.27880248E+002
657	2.17347787E+002
658	2.22342095E+002
659	1.98672566E+002
660	2.03616660E+002
661	2.00668837E+002
662	1.99367858E+002
663	2.14568874E+002
664	2.24769139E+002
665	2.19838283E+002
666	2.12797000E+002
667	2.10139338E+002
668	2.06689555E+002
669	2.12448449E+002
670	2.01429955E+002
671	2.01939206E+002
672	2.18082027E+002
673	2.05901007E+002
674	2.15855188E+002
675	2.14698756E+002
676	2.02231301E+002
677	2.23192325E+002
678	2.13749012E+002
679	2.11225872E+002
680	2.11045693E+002
681	2.20800453E+002
682	2.08638070E+002
683	2.14236761E+002
684	2.02740463E+002
685	1.98756037E+002
686	2.17584215E+002
687	1.93747691E+002
688	2.11270087E+002
689	1.93260916E+002
690	1.84877069E+002
691	1.99532149E+002
692	2.29315857E+002
693	2.38248791E+002
694	2.41130680E+002
695	2.31840748E+002
696	2.24128029E+002
697	2.26437339E+002
698	2.28964049E+002
699	2.18007603E+002
700	2.08712716E+002
701	2.06422784E+002
702	2.36113173E+002
703	2.25580764E+002
704	2.17304631E+002
705	2.12046312E+002
706	2.02233552E+002
707	1.96905031E+002
708	2.12829071E+002
709	2.15777469E+002
710	2.15777830E+002
711	2.16540311E+002
712	2.12274072E+002
713	2.21017177E+002
714	2.24821051E+002
715	2.05385968E+002
716	2.20735409E+002
717	1.97526480E+002
718	2.15036574E+002
719	2.11411953E+002
720	2.04393064E+002
721	2.00270097E+002
722	1.95202932E+002
723	2.17280482E+002
724	2.08708138E+002
725	2.19034531E+002
726	2.00506439E+002
727	2.08762711E+002
728	1.85849689E+002
729	1.85966524E+002
730	1.93183457E+002
731	1.92689236E+002
732	2.11563790E+002
733	2.25687670E+002
734	2.21665412E+002
735	2.11218284E+002
736	1.94937116E+002
737	1.97053752E+002
738	1.92566235E+002
739	2.10894294E+002
740	2.29714236E+002
741	2.35498465E+002
742	2.09737870E+002
743	2.06684483E+002
744	2.07939853E+002
745	2.19739939E+002
746	2.05702025E+002
747	2.21373984E+002
748	2.20113592E+002
749	2.21903296E+002
750	2.07268912E+002
751	2.12217599E+002
752	2.16471442E+002
753	2.24753450E+002
754	2.07293091E+002
755	2.12046891E+002
756	2.11382501E+002
757	2.11674353E+002
758	2.20047593E+002
759	2.22735054E+002
760	2.08832024E+002
761	2.13845734E+002
762	2.18873253E+002
763	2.04733076E+002
764	1.85450191E+002
765	1.89257583E+002
766	2.13188906E+002
767	2.19753160E+002
768	2.26784099E+002
769	2.08762832E+002
770	2.28795230E+002
771	2.33628222E+002
772	2.43967569E+002
773	2.39325445E+002
774	2.39894447E+002
775	2.23378764E+002
776	2.30403720E+002
777	2.15776459E+002
778	2.24672947E+002
779	2.34838876E+002
780	2.20771456E+002
781	2.17884535E+002
782	2.19159364E+002
783	2.15074318E+002
784	2.23935462E+002
785	2.54127065E+002
786	2.51295642E+002
787	2.61750522E+002
788	2.55041405E+002
789	2.30018866E+002
790	2.25627565E+002
791	2.13358586E+002
792	2.25736632E+002
793	2.02971272E+002
794	2.04083630E+002
795	2.32506534E+002
796	2.23696560E+002
797	2.14648566E+002
798	2.29323165E+002
799	2.21415416E+002
800	2.13182302E+002
801	2.09646289E+002
802	1.93634412E+002
803	2.09072434E+002
804	2.38359993E+002
805	2.38743783E+002
806	2.32882685E+002
807	2.11053784E+002
808	2.18582314E+002
809	2.24733229E+002
810	2.33928344E+002
811	2.26087856E+002
812	2.38261166E+002
813	2.45106724E+002
814	2.31476937E+002
815	2.34712353E+002
816	2.21641591E+002
817	2.17283905E+002
818	2.12518285E+002
819	2.05763184E+002
820	2.29850265E+002
821	2.20715325E+002
822	2.09141299E+002
823	2.13860145E+002
824	2.27600870E+002
825	2.41057387E+002
826	2.48852039E+002
827	2.50400046E+002
828	2.34249575E+002
829	2.39706458E+002
830	2.28542473E+002
831	2.26161331E+002
832	2.41517590E+002
833	2.44675127E+002
834	2.35358286E+002
835	2.40996272E+002
836	2.40330757E+002
837	2.40786685E+002
838	2.51030335E+002
839	2.44980626E+002
840	2.56082272E+002
841	2.53444752E+002
842	2.42935186E+002
843	2.39506620E+002
844	2.54217741E+002
845	2.51319916E+002
846	2.54719959E+002
847	2.47620408E+002
848	2.44575631E+002
849	2.33246040E+002
850	2.42987235E+002
851	2.29132039E+002
852	2.39794090E+002
853	2.28837151E+002
854	2.44040384E+002
855	2.71463749E+002
856	2.46766421E+002
857	2.36176886E+002
858	2.52878989E+002
859	2.34710474E+002
860	2.36659555E+002
861	2.28948524E+002
862	2.37576760E+002
863	2.37254156E+002
864	2.51361040E+002
865	2.35008045E+002
866	2.40244558E+002
867	2.52019684E+002
868	2.54943821E+002
869	2.53194569E+002
870	2.48302757E+002
871	2.34175271E+002
872	2.24518355E+002
873	2.22917815E+002
874	2.34773455E+002
875	2.42396504E+002
876	2.48245209E+002
877	2.46445599E+002
878	2.40326667E+002
879	2.51928202E+002
880	2.60688329E+002
881	2.40205803E+002
882	2.50319619E+002
883	2.44420376E+002
884	2.31429620E+002
885	2.48381838E+002
886	2.39130252E+002
887	2.44466829E+002
888	2.74942118E+002
889	2.67470349E+002
890	2.54915457E+002
891	2.48477413E+002
892	2.51341579E+002
893	2.52535748E+002
894	2.85320833E+002
895	2.52143245E+002
896	2.56009099E+002
897	2.38372473E+002
898	2.49413134E+002
899	2.34709374E+002
900	2.47222900E+002
901	2.52407665E+002
902	2.58308093E+002
903	2.52801467E+002
904	2.36226302E+002
905	2.35066501E+002
906	2.48834174E+002
907	2.38249765E+002
908	2.41536551E+002
909	2.53286978E+002
910	2.45715920E+002
911	2.57825948E+002
912	2.66231278E+002
913	2.66939507E+002
914	2.72205962E+002
915	2.49585830E+002
916	2.49296658E+002
917	2.62061852E+002
918	2.68852570E+002
919	2.60086264E+002
920	2.71955950E+002
921	2.56555916E+002
922	2.52453915E+002
923	2.63200834E+002
924	2.51885946E+002
925	2.56721944E+002
926	2.74435402E+002
927	2.66920490E+002
928	2.44136895E+002
929	2.42713762E+002
930	2.39241947E+002
931	2.44285481E+002
932	2.50230918E+002
933	2.48406771E+002
934	2.49874415E+002
935	2.69508865E+002
936	2.76623635E+002
937	2.79323590E+002
938	2.73375753E+002
939	2.60238304E+002
940	2.57612106E+002
941	2.56185816E+002
942	2.59861874E+002
943	2.57532773E+002
944	2.37574021E+002
945	2.50765520E+002
946	2.50873304E+002
947	2.53313542E+002
948	2.48929575E+002
949	2.36179452E+002
950	2.24634559E+002
951	2.30532866E+002
952	2.48186962E+002
953	2.45765599E+002
954	2.43170204E+002
955	2.44515917E+002
956	2.40239539E+002
957	2.55570322E+002
958	2.62766104E+002
959	2.62583043E+002
960	2.52861593E+002
961	2.61997407E+002
962	2.49902140E+002
963	2.56528616E+002
964	2.68326629E+002
965	2.82789518E+002
966	2.61607622E+002
967	2.77953520E+002
968	2.78368105E+002
969	2.81851750E+002
970	2.44442191E+002
971	2.53358013E+002
972	2.60788506E+002
973	2.46126253E+002
974	2.46606657E+002
975	2.49206714E+002
976	2.35704712E+002
977	2.43484164E+002
978	2.40526590E+002
979	2.36844503E+002
980	2.54531878E+002
981	2.48246967E+002
982	2.49984899E+002
983	2.46445928E+002
984	2.46698681E+002
985	2.45038486E+002
986	2.45439398E+002
987	2.54264040E+002
988	2.49677267E+002
989	2.41820960E+002
990	2.50451795E+002
991	2.45475465E+002
992	2.43198288E+002
993	2.44648298E+002
994	2.37960053E+002
995	2.55672160E+002
996	2.50510261E+002
997	2.70835292E+002
998	2.62440525E+002
999	2.63568569E+002
1000	2.76918660E+002
1001	2.56992418E+002
1002	2.48907192E+002
1003	2.72186442E+002
1004	2.76245853E+002
1005	2.59460685E+002
1006	2.75069832E+002
1007	2.71201330E+002
1008	2.82403593E+002
1009	2.71348049E+002
1010	2.77976993E+002
1011	2.79790939E+002
1012	2.87011038E+002
1013	2.75078732E+002
1014	2.65610972E+002
1015	2.90786449E+002
1016	2.81521405E+002
1017	2.70475549E+002
1018	2.97260342E+002
1019	2.84911247E+002
1020	2.63697669E+002
1021	2.67792004E+002
1022	2.64289366E+002
1023	2.81997773E+002
1024	2.98724873E+002
1025	3.17966588E+002
1026	3.10419876E+002
1027	2.91339573E+002
1028	2.68177220E+002
1029	2.65439861E+002
1030	2.49021089E+002
1031	2.51772583E+002
1032	2.62022354E+002
1033	2.85689464E+002
1034	2.98952741E+002
1035	2.72203552E+002
1036	2.75379846E+002
1037	2.48993682E+002
1038	2.67812239E+002
1039	2.57372593E+002
1040	2.50089617E+002
1041	2.58136225E+002
1042	2.66908828E+002
1043	2.43322754E+002
1044	2.49252408E+002
1045	2.60229401E+002
1046	2.68347980E+002
1047	2.86083299E+002
1048	2.73218324E+002
1049	2.95291553E+002
1050	3.01948859E+002
1051	2.89020502E+002
1052	2.95169727E+002
1053	3.07426784E+002
1054	3.14197453E+002
1055	2.95107350E+002
1056	3.09410562E+002
1057	3.14510982E+002
1058	3.04976626E+002
1059	2.85313009E+002
1060	3.03764568E+002
1061	3.15466547E+002
1062	3.21846003E+002
1063	2.91895546E+002
1064	2.80147083E+002
1065	2.97361666E+002
1066	2.83997895E+002
1067	3.00752889E+002
1068	2.94151536E+002
1069	2.97769492E+002
1070	2.87468496E+002
1071	2.86719977E+002
1072	3.11224664E+002
1073	3.11753541E+002
1074	3.08763884E+002
1075	3.16367735E+002
1076	2.89888358E+002
1077	3.02227472E+002
1078	3.09059923E+002
1079	3.20711590E+002
1080	3.07965468E+002
1081	3.10200862E+002
1082	3.27819412E+002
1083	3.07316636E+002
1084	2.84181243E+002
1085	3.12840336E+002
1086	3.27063492E+002
1087	3.18713113E+002
1088	3.46578388E+002
1089	3.35969675E+002
1090	3.20490253E+002
1091	3.25175309E+002
1092	2.97847298E+002
1093	3.19690405E+002
1094	3.46369366E+002
1095	3.40829456E+002
1096	3.50222270E+002
1097	3.51736640E+002
1098	3.48781317E+002
1099	3.45049396E+002
1100	3.32461605E+002
1101	3.37520008E+002
1102	3.43956899E+002
1103	3.81170699E+002
1104	3.71931513E+002
1105	3.57797425E+002
1106	3.74364314E+002
1107	3.57702055E+002
1108	3.60369770E+002
1109	3.68044944E+002
1110	3.36188030E+002
1111	3.48519462E+002
1112	3.87054521E+002
1113	3.73846142E+002
1114	3.79412817E+002
1115	3.35364651E+002
1116	3.43353939E+002
1117	3.39704198E+002
1118	3.40601851E+002
1119	3.53618501E+002
1120	3.40632582E+002
1121	3.20622788E+002
1122	3.16389594E+002
1123	3.30157551E+002
1124	3.38051314E+002
1125	3.46120974E+002
1126	3.51960501E+002
1127	3.36149924E+002
1128	3.35354124E+002
1129	3.33581219E+002
1130	3.30315916E+002
1131	3.33094340E+002
1132	3.16381249E+002
1133	3.13626607E+002
1134	3.33182150E+002
1135	3.24104143E+002
1136	3.19020224E+002
1137	3.12976143E+002
1138	3.17790141E+002
1139	3.17546318E+002
1140	3.24907296E+002
1141	3.06896002E+002
1142	3.14875761E+002
1143	3.06954469E+002
1144	3.21463464E+002
1145	3.46170157E+002
1146	3.39802433E+002
1147	3.45911661E+002
1148	3.23853187E+002
1149	3.32526629E+002
1150	3.60452896E+002
1151	3.66530714E+002
1152	3.65006154E+002
1153	3.61626652E+002
1154	3.63118543E+002
1155	3.45407345E+002
1156	3.40079951E+002
1157	3.38725541E+002
1158	3.60265937E+002
1159	3.43996409E+002
1160	3.53592217E+002
1161	3.34589049E+002
1162	3.37591384E+002
1163	3.28613829E+002
1164	3.28152779E+002
1165	3.58300030E+002
1166	3.44569256E+002
1167	3.34143099E+002
1168	3.16520885E+002
1169	3.14965406E+002
1170	3.21284261E+002
1171	3.15625122E+002
1172	3.19184557E+002
1173	3.40053965E+002
1174	3.18652539E+002
1175	3.42057486E+002
1176	3.36210028E+002
1177	3.29158499E+002
1178	3.27581705E+002
1179	3.12984605E+002
1180	3.28113483E+002
1181	3.07216821E+002
1182	3.05120434E+002
1183	3.12557166E+002
1184	3.42548659E+002
1185	3.29311335E+002
1186	3.28878481E+002
1187	3.05284340E+002
1188	2.93794589E+002
1189	2.97036554E+002
1190	3.29368424E+002
1191	3.27097189E+002
1192	3.18588640E+002
1193	3.22212393E+002
1194	3.29090045E+002
1195	3.42311945E+002
1196	3.15651927E+002
1197	3.10616296E+002
1198	2.98922981E+002
1199	3.06789556E+002
1200	2.81667361E+002
1201	2.93297482E+002
1202	3.22952558E+002
1203	3.27606579E+002
1204	3.12910515E+002
1205	3.23886944E+002
1206	3.32590007E+002
1207	3.13474580E+002
1208	3.13302991E+002
1209	3.10944058E+002
1210	3.28500221E+002
1211	3.09056560E+002
1212	3.16389841E+002
1213	3.40787562E+002
1214	3.09975161E+002
1215	3.28509803E+002
1216	3.21618266E+002
1217	3.42432405E+002
1218	3.20535715E+002
1219	3.12730311E+002
1220	3.28839289E+002
1221	3.27654753E+002
1222	3.39642572E+002
1223	3.10973251E+002
1224	3.24654331E+002
1225	3.15309315E+002
1226	3.31377715E+002
1227	3.02774788E+002
1228	3.27172327E+002
1229	3.24813528E+002
1230	3.08994218E+002
1231	3.27444720E+002
1232	3.28876290E+002
1233	3.36624703E+002
1234	3.56690126E+002
1235	3.32719692E+002
1236	3.10566756E+002
1237	3.23443809E+002
1238	3.25644407E+002
1239	3.09084758E+002
1240	3.05028161E+002
1241	3.22204295E+002
1242	3.23204149E+002
1243	3.35132320E+002
1244	3.10513864E+002
1245	3.23783537E+002
1246	3.13466517E+002
1247	3.06003544E+002
1248	2.97416330E+002
